CID	nearest_neighbors
130981439	131525921: 0.7852689698535799; 84692493: 0.7447133628425596; 130144500: 0.739114176122849; 121906972: 0.7339056727862647; 69201086: 0.7247160481078067; 131602841: 0.7196208240779913; 71589974: 0.7145402249247692; 3002957: 0.7131903334927493; 20751559: 0.7112219647036404; 106139257: 0.7109494731768163
2747758	67853887: 0.9016451928310552; 97043198: 0.8972776050817407; 124934466: 0.8966836433773429; 91860863: 0.896379028028769; 446495: 0.8956740702343627; 439606: 0.8954259286478531; 11136340: 0.8948538778491272; 91849191: 0.8946475229513532; 130360131: 0.8933315644433755; 91861103: 0.8909713217921803
80509348	117865994: 0.8652612270817354; 31536246: 0.8359956011970688; 76222049: 0.8251458061400447; 131576249: 0.8228797692497546; 134499505: 0.8214992671929554; 67123464: 0.8177769887417788; 112703424: 0.8169914574367053; 90064230: 0.8149737373574315; 90087739: 0.8126211159516807; 117845926: 0.8096318128072375
67789463	24899626: 0.8525940632359057; 67489359: 0.8454278369536252; 101930460: 0.8296276225843695; 101249993: 0.8293519023079386; 102156957: 0.8291762944345148; 13963533: 0.8289687330131593; 10652645: 0.8288113804696436; 21789510: 0.8249197159588656; 90402173: 0.8241429713004184; 102292830: 0.8230393868537209
88988710	52107445: 0.8974494166281688; 129451151: 0.8684176628781752; 13025445: 0.8676849444812194; 137194987: 0.8404893456297919; 72747163: 0.8297441671069968; 18530101: 0.8207357071334377; 10709693: 0.8198738627428721; 6887767: 0.8146837985759103; 130983491: 0.8016356585390141; 9647324: 0.7974667922246733
6485576	83182222: 0.9685725246483234; 46061332: 0.9549477961294334; 8052247: 0.9542887357263306; 83886734: 0.9494526192368905; 83893867: 0.9488269170586107; 46060725: 0.9463387315708698; 59046960: 0.944258327953142; 42762758: 0.9441382660106846; 22106407: 0.9429908451048059; 79738044: 0.9423034940596058
82029095	105436223: 0.8858619969613708; 83877198: 0.8836714396976157; 117136010: 0.8782212759141542; 39134443: 0.8704115559062061; 86817710: 0.8702785568974613; 45248131: 0.8694858814946813; 116993090: 0.8670267848588179; 65721571: 0.8665731021557214; 110865079: 0.8660243959615151; 64157959: 0.8643535904034413
135189734	13383888: 0.9452956994597885; 117528183: 0.939858870192636; 131473703: 0.9363895748607236; 82159786: 0.9349382340530249; 10702715: 0.9313801013341793; 131543028: 0.9159040695024254; 71694601: 0.9140579677826034; 14897542: 0.9125877398566695; 87300196: 0.9108040734739401; 88781678: 0.9072807670410777
84671396	62731142: 0.9064151720850595; 115808228: 0.8900290569762039; 59405445: 0.8882004760849082; 106220871: 0.8837879303257089; 81273041: 0.8813555317854052; 21084399: 0.8780304385459037; 113848707: 0.8744151407026273; 64173610: 0.8696241354735289; 116642092: 0.8683269329820099; 89660122: 0.8682951949310834
54048180	95829666: 0.912301702726745; 103856248: 0.9056655361290863; 86882207: 0.8967697135464187; 19338922: 0.8955991150004139; 53336513: 0.8949658085242086; 51392189: 0.8917537097553381; 19540425: 0.8902238047620352; 37618920: 0.8891320382519287; 95605721: 0.8889324879709644; 19344980: 0.8884636061462131
55218934	18525861: 0.9444158571316749; 60111705: 0.9264458634822723; 64595741: 0.9233254522421743; 137624376: 0.922866531256712; 124156972: 0.9216947199283394; 15520984: 0.9211899389978443; 104707139: 0.918884758489314; 137621237: 0.9163983969816724; 3531129: 0.9145332825520787; 82626893: 0.9134266863114261
533441	134604308: 0.838530900547377; 129778364: 0.835983214565878; 17229692: 0.8342540116443633; 18954479: 0.8273892533875349; 131455559: 0.8238465845743654; 92909122: 0.8114040758894329; 66958300: 0.810992089806634; 101208464: 0.8069312747652324; 131269181: 0.8058500056568555; 58796154: 0.7962835869340033
57039710	86258676: 0.9179988937210568; 85980807: 0.9002499439472; 66944718: 0.8964885123617208; 89123605: 0.8944746933741411; 129517086: 0.8896101173007495; 11620586: 0.8852970544339913; 200389: 0.882999892610367; 116124935: 0.8821298504038118; 6709585: 0.8802934983730035; 91692181: 0.8802891624835205
115130764	115130548: 0.8444153247483125; 130319082: 0.8243371261188615; 115264824: 0.8199947088114428; 2889834: 0.8053087486833292; 130687957: 0.8007356526279159; 69221915: 0.797398414890966; 31738488: 0.787482705377211; 65018466: 0.786050265562115; 130182227: 0.7826931956066311; 64124626: 0.778335928181742
124130833	71769788: 0.9247195183070512; 87634345: 0.9237814289355161; 24763578: 0.914331831839147; 13293592: 0.9114655712530984; 88976319: 0.9088422113502315; 123479115: 0.9078959302398977; 62457791: 0.9066532600650211; 115729662: 0.9058314812499016; 63925332: 0.9058314812499016; 101402865: 0.9032982112421396
43114570	117404093: 0.9346721610618757; 105083281: 0.9077547830680118; 91139161: 0.9050883974145911; 24544622: 0.8920925066891703; 98349971: 0.8910530072267975; 131124364: 0.8859874180475013; 104418342: 0.88587369357364; 43101784: 0.8858238473781523; 63889693: 0.8773436071690639; 50542562: 0.8769932836533321
21591885	11296261: 0.9096499495285821; 70158742: 0.8948998999095261; 62402795: 0.8936216953837537; 102221241: 0.8901813511472694; 11321666: 0.8890380953215454; 11365566: 0.8876764609134415; 73947436: 0.8873660615687687; 67344465: 0.8864648145645151; 68081744: 0.8855804068194721; 20612109: 0.882033495044441
59306210	126644168: 0.8269117672290949; 118869347: 0.801945307948561; 104516129: 0.797805346873517; 66631913: 0.797242548495641; 118895244: 0.7932752815591798; 117658953: 0.7920281828528359; 11116471: 0.7900696260939906; 135342812: 0.7898284328289069; 129113944: 0.7894742913505685; 137308946: 0.789379388874979
62202498	103139502: 0.7956115201588062; 52907670: 0.788187438435066; 122339190: 0.7781448532281552; 96625372: 0.7726123543103799; 84135115: 0.7601933402625326; 45508221: 0.7549213561411422; 7593391: 0.7545057696958685; 133493129: 0.7541420028523836; 53196664: 0.7538798817317857; 124199840: 0.752023664812887
17766637	107764934: 0.8639543127189659; 64613740: 0.8572365272098091; 99647689: 0.852453472161694; 113705726: 0.8521920219502861; 65763927: 0.8437636944393704; 54319831: 0.8435684212291126; 106056854: 0.8293501939006404; 64651271: 0.828331550770742; 80018339: 0.8276476229479861; 107764665: 0.8272822242070137
106735262	81194490: 0.8038553592800306; 81188133: 0.8028556537465508; 81175528: 0.7949024299479435; 104152418: 0.7913773468686351; 57962417: 0.7873970324995782; 120999672: 0.7853897636820466; 130586209: 0.7847181602211376; 106732189: 0.7838154203476755; 123098547: 0.7819981632525712; 131112947: 0.7758871533405487
61939011	66286686: 0.9673549319964334; 116717767: 0.9619546509222457; 64804477: 0.9518993178131363; 106152332: 0.9504321967322552; 116721040: 0.9500419727899407; 60991194: 0.9459934314958675; 103284048: 0.940147982372888; 104166812: 0.9330594981030041; 60992643: 0.9282098513077597; 62318916: 0.9271262244048704
80652519	62531599: 0.93189497457112; 106660002: 0.8620258267511494; 79770101: 0.8612026864146912; 114056167: 0.860190412637233; 108359351: 0.8601622090405073; 126890199: 0.8517386080500899; 78988879: 0.8510430927923369; 71547744: 0.8502167157461799; 62172622: 0.8487302707363948; 115125620: 0.8482917242252754
90186228	134654091: 0.9497098711469599; 134655219: 0.9496891391106222; 3123161: 0.9396718958195206; 137686003: 0.9335065116117893; 22049663: 0.9334664430637644; 137766089: 0.9285922461528253; 8634071: 0.9281663260408508; 8274020: 0.9271305498284209; 24156746: 0.9252724492217979; 31471785: 0.9248761365003834
43133489	60842954: 0.6940944742124724; 116214474: 0.6748884751062634; 103579295: 0.6646282404076069; 116365410: 0.6639493939920275; 20600591: 0.6569773339052632; 63391249: 0.6556116223266176; 80773579: 0.653614693843585; 107155979: 0.6531970570984658; 85816604: 0.6531326117898083; 429627: 0.6482336289707659
81535567	113329156: 0.8149409691970487; 83217839: 0.8002300146242735; 3074558: 0.7877641184139466; 129187090: 0.7852656162615806; 73378574: 0.784072181958644; 137308899: 0.7824104619005432; 68187493: 0.7813781834835327; 23399517: 0.7811772004847678; 137038444: 0.7808107906523758; 108202309: 0.7794339972724823
130102414	118991308: 0.9327662363479022; 130070932: 0.8987074194054645; 130076003: 0.8950421026727365; 134686634: 0.8793300410670566; 133106100: 0.8765602013653663; 89618589: 0.865282933236346; 118831507: 0.8558754952289218; 134662421: 0.8472641983516497; 90087739: 0.8464217158101126; 134683685: 0.8359581420195578
129647181	129887661: 0.8429059904959973; 126742618: 0.8085007678390927; 67556806: 0.8031669343131109; 58176721: 0.784118333833287; 25189954: 0.7667805674363701; 67411491: 0.7659865241622185; 122626466: 0.7640191990074157; 123794333: 0.7614903343214632; 51038574: 0.7614571372946202; 24998302: 0.7603010754907087
82506532	125572972: 0.9519545408615625; 108814041: 0.9479996121241547; 60606476: 0.9396623004526158; 93906260: 0.9378990173364613; 45890475: 0.9355677007215577; 41966937: 0.9353594413221755; 4681930: 0.9344265346573309; 130496276: 0.9326482872112195; 113126322: 0.9308292410966541; 66412311: 0.9308239957019709
96618941	59321934: 0.8938463781775153; 96625372: 0.8910208735340975; 83656015: 0.8883679135083054; 45480219: 0.884625819085827; 84125672: 0.8792778346456528; 46698698: 0.8717112565299214; 82594626: 0.8713622227848606; 62301543: 0.8677869967895298; 49093491: 0.8674331580063745; 89694121: 0.8654414425202492
103093186	105005201: 0.910864414925633; 2901714: 0.9105126712465418; 115691316: 0.8981142136294747; 20345340: 0.8958662813578074; 123536994: 0.8956708305310416; 115572937: 0.8923696899077235; 83033888: 0.892345864547519; 104274607: 0.8919703261018114; 64334995: 0.8904731581675477; 127544879: 0.8902831159873001
82396955	17985409: 0.9375618917023679; 12748820: 0.9251280521872851; 57563366: 0.9198918638226325; 18946934: 0.9125225904261877; 84625219: 0.9083520920627307; 136630889: 0.9083140288868569; 82405170: 0.9076998174966502; 130963344: 0.9052009138111375; 137300640: 0.897292572266332; 89859601: 0.8941802321951965
81373046	61687446: 0.9999999867771955; 115654839: 0.9367469476859425; 43487415: 0.9125923763252715; 104089535: 0.9105935756882355; 64207810: 0.9075088478037391; 109002704: 0.9070375237147613; 69584451: 0.9051415790601911; 121011437: 0.9047473816375678; 105188697: 0.9014195580396765; 61969978: 0.9007764135280343
67117651	831997: 0.9605647781623702; 20404966: 0.9441785960395738; 107432151: 0.9230113799259612; 84295387: 0.9136714954793231; 136032765: 0.9131921720954196; 118656498: 0.912671402114986; 3407115: 0.9122484984238485; 108408409: 0.911036315387933; 71062231: 0.9105160044594142; 58238953: 0.9091400191161555
110735205	84292896: 0.9083561413260403; 132305492: 0.8946490070983402; 89894564: 0.8841063734341443; 122284619: 0.8804456894432812; 86812849: 0.8749215724785999; 60814983: 0.873662826372238; 89655144: 0.8692410224376166; 90569511: 0.8673908898571433; 84327756: 0.8628812194294501; 110865079: 0.8568866926148256
5152151	4103610: 0.9437552661665828; 10391: 0.8577705896007343; 114303944: 0.8443390437610907; 80056207: 0.8171891989444291; 82694731: 0.8062097472049824; 2624803: 0.8042052522919569; 3197403: 0.8012681766062758; 84471027: 0.8001303984713583; 3149867: 0.7966955962742583; 977275: 0.7963511434558688
68415404	81843392: 0.8980587447092524; 59770778: 0.8975891385767072; 102475498: 0.889244260916246; 113460951: 0.8861572970934777; 101531090: 0.8851850781798389; 12402937: 0.8831877604272266; 57679580: 0.882608051203683; 129363703: 0.8825701849007541; 123648356: 0.881330357597331; 90425794: 0.8783612966642911
90747408	122698194: 0.5498439046281114; 19773846: 0.5415691730697308; 88342107: 0.5411472963469453; 76980189: 0.5345079643228184; 21102961: 0.5316040974520077; 101689174: 0.5274606726268568; 101318434: 0.5242055207056897; 101976939: 0.5224160613737796; 4183627: 0.5198226206974935; 71672661: 0.5174208783112345
81285197	103567327: 0.8846573292982338; 55142845: 0.8835222745136087; 9582090: 0.8754653589617981; 59791984: 0.8731807791583573; 21890501: 0.8651606400710332; 21889993: 0.8615481777707077; 90559240: 0.8523938212317625; 23183639: 0.8502034169080959; 121695401: 0.849456481686904; 58506939: 0.8485611318288541
130937619	118990700: 0.8995386742122259; 131629906: 0.8739233505688772; 134628718: 0.8557358379134165; 108321022: 0.8468446712241448; 12024909: 0.8428310294424459; 65179914: 0.8427084143714485; 130896894: 0.8423761232859811; 135682060: 0.8387724329082893; 89340696: 0.8385006423212148; 63566227: 0.8333785036729732
121000759	11536458: 0.9346918616103935; 17849716: 0.9335899565460534; 69590844: 0.9328281945333049; 127509457: 0.9326009124808794; 2161978: 0.9322758964538675; 23373251: 0.9307585613385787; 55760859: 0.9305088594157188; 11690501: 0.9292624524638154; 676205: 0.9288548956840316; 20598600: 0.927466484988994
89672065	1124688: 0.8745624744114637; 69239362: 0.8714064446528078; 109500191: 0.8694713563516229; 4066343: 0.8686399653663534; 112296956: 0.8677950665585118; 110279923: 0.8672227075292394; 118354528: 0.8603269609127415; 72128110: 0.8585760874710887; 70588568: 0.8539388405101828; 47053213: 0.8522695322756462
129999050	59715852: 0.9350571580126458; 107864513: 0.9252236716840245; 126652178: 0.9225371052224153; 61048752: 0.9097465133538133; 102672865: 0.9035922028185454; 121525421: 0.9023606349451001; 83295337: 0.8959161513159595; 94170756: 0.8924461945198837; 81963289: 0.891537114192388; 81412367: 0.8896566412441342
130636913	16656164: 0.9222358347394258; 129925619: 0.9217561226346301; 57261450: 0.8934518649909104; 58459781: 0.8919282135188605; 57753674: 0.875747711360407; 83758740: 0.8750287978724467; 20484116: 0.8747305907095807; 58641335: 0.8726842461033977; 66897279: 0.8712317748495769; 25260232: 0.8688872077459454
87721116	105486772: 0.8083265732686101; 134480407: 0.7658724185178527; 129113944: 0.7373497126887159; 86803905: 0.7253327437340596; 118869347: 0.7250683298197713; 135226318: 0.7205607241618432; 136335052: 0.7136512400806727; 95157015: 0.7113833016561099; 121365423: 0.7044203916965306; 57424562: 0.6990344243149795
67166489	73758284: 0.9366651944964252; 70971659: 0.9165485478679352; 58423897: 0.9081919032127419; 91561996: 0.9064723917681561; 66982384: 0.9054992223054125; 134351499: 0.9054544441433967; 27274706: 0.9051340203798047; 134351761: 0.9042580517240311; 68319986: 0.9038324629837566; 82613620: 0.9037094779877
80605027	80970802: 0.9117384088040453; 130500235: 0.8902204082528852; 61461675: 0.8588120541048436; 130685980: 0.85759750339854; 130735046: 0.8527959485078667; 61709585: 0.8501016724279703; 75356128: 0.8495626952653059; 130687504: 0.8449337694154253; 114095724: 0.8443330499732454; 82007177: 0.8429245907946885
82029062	99701184: 0.87113931153263; 65721571: 0.8548237557499917; 24256797: 0.8541913320825008; 105436223: 0.8524647216523814; 28912924: 0.8480891441445698; 80283589: 0.843889917929006; 117150502: 0.8398896932428436; 136299725: 0.8390988887685586; 84744108: 0.8372990572649216; 59175467: 0.8361664657330425
79193895	25472841: 0.9158597599614782; 109090881: 0.91552812423859; 9107091: 0.9127756049352265; 50451324: 0.9120290758657706; 50457767: 0.9101974568569928; 110673513: 0.9089200141584368; 127143435: 0.9081999888734757; 47183320: 0.9081138215581985; 50284410: 0.9055128820256205; 1004920: 0.9053714535513718
79949597	129368298: 0.9086737714462054; 30030956: 0.9061551776902085; 57685000: 0.8971376748454021; 6605945: 0.8823813719269165; 88992023: 0.8763674526219536; 4081305: 0.8762900292466956; 115432264: 0.8754150500599647; 20550408: 0.8738102171822636; 6606663: 0.87238320545248; 88293252: 0.8721706031276575
20056792	17881411: 0.9187858699989179; 22759543: 0.9143442703556636; 68680495: 0.9138352938599823; 17881326: 0.9119738672691093; 91018124: 0.9114499680928645; 70834910: 0.9100224459425215; 11833034: 0.9097644077993593; 107506838: 0.908222380029208; 44156924: 0.907750760075133; 87975226: 0.9048313777602583
53973687	92223332: 0.8885303852947696; 134431460: 0.8791967928195348; 126975186: 0.8702857383551431; 101293379: 0.8547113037688866; 91593203: 0.8465582115503842; 20717458: 0.8426216134563104; 125502985: 0.840965304310321; 23546577: 0.8323470721246817; 92156608: 0.8308059701579796; 117763421: 0.8272217823524213
116839585	118390753: 0.8041008541065082; 135086831: 0.7967626387254884; 107290983: 0.7931627743419961; 132088185: 0.7803579001647538; 105429318: 0.7790210434173422; 84781697: 0.7784100599050358; 132101740: 0.7764730700894867; 46245111: 0.7755615613594533; 117273821: 0.7725692862618498; 11542539: 0.7712027773069139
112629394	106774732: 0.9389947901879945; 131068971: 0.9177959031869599; 121274877: 0.9122562657443322; 25026598: 0.9002277941249424; 137370469: 0.8968224048750447; 79346527: 0.8947316868925463; 86607158: 0.8939010111039044; 102275213: 0.8928998998392883; 66933569: 0.8910125664976852; 44890270: 0.8907211760988335
68167661	53785132: 0.9160815250338693; 134147273: 0.9100447122713539; 132359290: 0.9086254713550499; 22095768: 0.9056897555647232; 20612109: 0.9005963017903672; 68081744: 0.8944372128033381; 129434490: 0.8940683390517361; 11365566: 0.8935341832888698; 88313262: 0.8916275980873976; 102392444: 0.8915070637956878
96619114	19433625: 0.894638176522674; 84670597: 0.8910062489165052; 137220410: 0.887718954252367; 131561599: 0.8870311955920397; 131458573: 0.8838947717669017; 84018634: 0.87972668400275; 83946572: 0.8766533980829343; 117426415: 0.8752879481592707; 115110258: 0.8724374583009639; 59664989: 0.8663982131243538
68503461	131433841: 0.8492014957348292; 2766443: 0.8463863262365721; 59355659: 0.8305960289997567; 118378127: 0.8300106442472287; 91391712: 0.8230706452187964; 86664342: 0.8230297280596417; 37600040: 0.819969847368116; 137501629: 0.8199019987944474; 71678648: 0.8156299612298525; 56928796: 0.8138857539519104
103228636	43254237: 0.9586103787779068; 61392038: 0.9294873551813004; 130251773: 0.9264248643927198; 93943004: 0.9228447334690258; 62669897: 0.914246712568604; 54381636: 0.9119632412065284; 66071337: 0.9081578497866233; 67485945: 0.9081262322035362; 43119080: 0.9043972117404355; 130270251: 0.9006251525161774
64614458	63967280: 0.9008809163279754; 82012736: 0.8896216562358665; 120614301: 0.8883797664718992; 108346293: 0.886035602560918; 66217084: 0.885002864789448; 11366474: 0.8834078764193151; 108312968: 0.8827808440798939; 81973543: 0.8774890250293749; 79630814: 0.8730699516518912; 18313307: 0.8712207444452866
12478786	60135179: 0.8302154494411856; 57628472: 0.829894254096213; 129263693: 0.8272610076225272; 129297565: 0.8243006680513996; 118700501: 0.8242308012560966; 22441718: 0.8241295421058711; 129148234: 0.82361253559666; 89631254: 0.8231400604700043; 129174097: 0.8222586703013566; 129063691: 0.8221375219914148
54263992	10295948: 0.9090993325828769; 129363703: 0.9073236471852343; 68127240: 0.9069419371618508; 106777938: 0.9061206259595981; 115058523: 0.9026860789475339; 7047899: 0.899178474168152; 21046349: 0.8989157608177077; 126754262: 0.8969035270346161; 11974290: 0.8967887309377015; 90968923: 0.896667077111559
129778236	102476899: 0.8418610976884349; 88409917: 0.8354363948161371; 101178806: 0.8319788708074962; 56954374: 0.8275302902105924; 125468280: 0.8274967239332849; 130270282: 0.8271795978359079; 723442: 0.8258619663094443; 15914218: 0.8239284169488639; 84447776: 0.8223582264159838; 89165215: 0.8192119393355547
7560502	18525861: 0.9109179134726947; 73355894: 0.9075113643181797; 104707139: 0.9066577234300838; 101127625: 0.9033703836893008; 67683752: 0.8994175042761062; 3531129: 0.8982864223072996; 70047109: 0.8980121325526077; 82626893: 0.8977214829291538; 7315035: 0.8955110812228368; 137624709: 0.8926604024908733
86233441	46849044: 0.8462001196733206; 10819331: 0.8420283466287436; 21674275: 0.8387519517068934; 90388699: 0.8382973208550378; 16105171: 0.8291326146848941; 66560692: 0.8211521102483387; 24814360: 0.8202829031075816; 6443653: 0.8174056029797895; 72549915: 0.8172254615553413; 131485251: 0.8170219973135086
25001214	125534848: 0.9113187075530196; 135367892: 0.9077353280111281; 68805291: 0.906949488910146; 86625450: 0.9062810927057017; 118798355: 0.9047532042781261; 117045379: 0.9023106282297576; 129606165: 0.8918000727085421; 124491545: 0.8910160296615736; 67554420: 0.8900996861815191; 133080853: 0.8871750494265889
68734131	58787666: 0.8468798589014555; 132058450: 0.7944719025310373; 18770720: 0.7930877842263714; 118175892: 0.7920637668031957; 105429292: 0.7878011472412053; 89663173: 0.7780265244080088; 69988969: 0.7737566382164937; 18389026: 0.7719705695436181; 59106524: 0.7701361685160913; 84719919: 0.76870066152286
78861079	61498795: 0.9521868262389939; 79001813: 0.9427579678722193; 100370241: 0.9390642865676342; 61931478: 0.9363878129968533; 106484152: 0.9301765423734898; 108883161: 0.9285398768971983; 9437328: 0.926352624392934; 112610886: 0.9195344362914557; 107506838: 0.9194343661498723; 78993440: 0.9188517155963317
61930896	103495835: 0.9350315240452384; 82328769: 0.9298085441477976; 61601111: 0.9283217874537592; 90922897: 0.9243346139010828; 59798863: 0.9221323925674169; 61757232: 0.9194912655697098; 81070751: 0.9187182105932923; 58484876: 0.9186337864938106; 106487137: 0.918149460092457; 94541056: 0.916775559837463
130019693	15222506: 0.8970639636002674; 88865990: 0.8870892628926057; 91867527: 0.8808867024479609; 123228177: 0.8671565574570443; 44286075: 0.8640339623599677; 131166630: 0.8594201361352855; 15388639: 0.8590139025405421; 66695331: 0.8576375559812932; 59225157: 0.8564561583510508; 61819591: 0.8555924862868295
114941380	62444965: 0.9080343371416265; 115724262: 0.8953834820728214; 105891390: 0.8895219297143656; 79662012: 0.8890283150998652; 113936208: 0.8867699715840377; 63475184: 0.8827663722900495; 21335347: 0.8782619861900874; 103021643: 0.8782497686324908; 20774337: 0.8772792929180085; 64804000: 0.8763148750834507
136765404	71474366: 0.9136607547704843; 84757149: 0.9095616029166207; 26215395: 0.9073375955002289; 116618462: 0.9070279252152421; 110429326: 0.9057108532399778; 92763334: 0.9045209135118942; 43803696: 0.9032656475585561; 45376303: 0.9025205243114691; 67101426: 0.9016674839494551; 16962543: 0.8989059137962205
117292203	39247493: 0.8406746748767238; 57031224: 0.779739461352525; 118588274: 0.7639833140344275; 101662981: 0.7600088267228814; 58428124: 0.7582145136943967; 61074508: 0.7534794627206295; 57419300: 0.7443975038480886; 88236024: 0.7381302701921807; 58684054: 0.7338184849696426; 117320815: 0.7216023408308426
21508306	130222142: 0.8959013850162113; 89958631: 0.8942100854781116; 137421636: 0.8929631602349332; 14942860: 0.8886304903719664; 118154546: 0.8834453010295118; 70332112: 0.8833683139134374; 130186286: 0.8831912841107641; 122471122: 0.8827158708116974; 5243217: 0.8825321866407614; 130442918: 0.8821039089719102
2744881	117218645: 0.9325809739912858; 16869784: 0.9259298499933174; 59509379: 0.9190775242314676; 1477779: 0.9187014090162073; 130046778: 0.9091141799079393; 23120568: 0.9075043304099866; 91635905: 0.9069062352957101; 45513526: 0.905627082419314; 118421836: 0.9046362882944389; 131730691: 0.8949748388775334
131450234	89349000: 0.7577238474133347; 67181514: 0.7397098691649123; 702202: 0.7345022962017814; 88314488: 0.7316754991470281; 136620818: 0.7307054950649757; 17821262: 0.7261388575273685; 130209638: 0.7225709953053591; 68744000: 0.7146937135701436; 20214025: 0.714473315388418; 118810751: 0.7123751854367928
82722000	107171583: 0.9170808297878881; 106992770: 0.9084962405089486; 21411255: 0.9021483145960155; 51629012: 0.8923549499217441; 69654829: 0.883559522611401; 129499203: 0.8804958588689081; 895612: 0.8752041249404359; 63973125: 0.8747593424496506; 51621870: 0.874735651778811; 60632756: 0.8669650866698553
118840029	118801331: 0.9199648723306352; 134683685: 0.8912797178542873; 81192586: 0.8856248317401393; 134684729: 0.8804743360249657; 19467916: 0.8659442079197343; 130107422: 0.8641941591880637; 116319255: 0.8607434923418331; 134671189: 0.8563507340817774; 118822907: 0.8463687169624049; 130823620: 0.8450204108921854
1506539	25099896: 0.862056001614561; 30285872: 0.8545209497167583; 126414431: 0.8507553619918967; 124344166: 0.8497652133181275; 43881296: 0.847191691981031; 43882004: 0.8470281964859205; 19062467: 0.8466853440091647; 126415345: 0.8466853440091647; 4532000: 0.8404150851926587; 22202691: 0.8403163779534357
134513578	122504500: 0.9070738103451904; 137578964: 0.8980853584523755; 4241208: 0.8936737295259461; 56772506: 0.8866897745308066; 134499505: 0.8855889576842186; 16733684: 0.8725773351166841; 58324485: 0.8724624172829537; 20106855: 0.8698902015194667; 130415587: 0.8682634334749257; 118215077: 0.8681734223601792
137201146	14101796: 0.8586547200933312; 118822044: 0.8425294767990921; 4778891: 0.8392941976071334; 117277797: 0.8320671804069227; 101127269: 0.8316916845327827; 66349: 0.8283100999947485; 53872849: 0.8268168864166224; 28913612: 0.8260324728794158; 130881808: 0.8253079885917425; 1798998: 0.8225593439517653
115106751	79107281: 0.9588551465832369; 134376631: 0.930316549414366; 24218308: 0.9240599967093616; 63554429: 0.9238336080527458; 23846444: 0.9217596624727368; 12362997: 0.9210604104850133; 70930672: 0.9183240275564515; 90750933: 0.9166597570119218; 81517705: 0.9153981729400272; 106384548: 0.9152590407404887
105892298	127544578: 0.9301431414545316; 61931478: 0.9186445691256727; 78993440: 0.9181852773519023; 60690972: 0.9163502804074181; 64291601: 0.9150119445753168; 107506838: 0.9149767449335539; 61498795: 0.914697150513298; 100370241: 0.9143618516559733; 120162301: 0.9138266608239586; 82993918: 0.913280843558465
84118380	112486316: 0.9867389065948444; 113239142: 0.9378490010389907; 113214091: 0.9345717080579031; 84683199: 0.9336503578047952; 103838720: 0.9224613625304061; 83673981: 0.918326897100014; 41727616: 0.9131967264279252; 65552027: 0.9126951895951277; 102617511: 0.9124772200655014; 91774155: 0.9118026736615796
23049646	71161019: 0.8420732292528887; 62235715: 0.8203944014490815; 82939149: 0.8100398187453991; 62236051: 0.8066640010515215; 80269783: 0.8047824370326969; 90063808: 0.8039789101796326; 80904493: 0.7949039983744869; 133826692: 0.7941976213491301; 20394607: 0.7908930449596455; 66881149: 0.7908058493187298
115022801	82128629: 0.9564192253852554; 61280155: 0.9551715096943209; 22731994: 0.955061082674495; 82396898: 0.945217985971676; 28951785: 0.944597277985466; 10975549: 0.9444077173192239; 108391977: 0.9427876496941914; 103483363: 0.9418767702220936; 59784178: 0.9414652515499087; 820049: 0.935160064706433
82067238	64693054: 0.9305798676323209; 54670393: 0.9287043553448626; 37218693: 0.927292327633766; 11077847: 0.924475676924032; 21188648: 0.9176244609618067; 70078566: 0.9170877737849357; 28316968: 0.9123319224251122; 104182534: 0.9108200641402514; 50762249: 0.908142472307203; 94756741: 0.9081411543305853
119001116	26403: 0.9398194925754937; 94259948: 0.9131294260322891; 103978737: 0.9069967830734685; 21942607: 0.9017097463043351; 1485002: 0.9004279238732373; 90487637: 0.899295885250989; 51086467: 0.8980003347977042; 7628003: 0.8979899985853967; 13568320: 0.8977343819648409; 8255534: 0.8957649411519094
3845263	43662243: 0.9005185733159407; 62449053: 0.8994723992102792; 54884782: 0.88898815639408; 45148496: 0.8746800782173939; 63891190: 0.8705530433724931; 31558886: 0.8684298641832461; 20763965: 0.868365639554884; 60762246: 0.8656648465281599; 81794072: 0.861377601238812; 102911084: 0.8604995273810983
62899353	38010728: 0.9350453326836566; 50852984: 0.9224706174214111; 18225013: 0.8996477566030199; 92682925: 0.8989655089563955; 84227215: 0.8909712413066174; 108308659: 0.8825990909419871; 18900325: 0.8804194640902927; 91881834: 0.8796438045825796; 30582013: 0.8784274215188449; 18904246: 0.8751209181569051
80594169	493913: 0.8762458356868403; 107175365: 0.8647139276450537; 103790812: 0.8642664393494229; 80712361: 0.8595596507255521; 105632584: 0.8547375741166149; 80600025: 0.8504053570363493; 84323281: 0.8471153746835975; 69932576: 0.8464087408796954; 10723216: 0.8451503365838764; 44444929: 0.8440247698778425
116080692	60990377: 0.9290111356214314; 115254000: 0.923699454160358; 43151610: 0.8948352616042857; 65335865: 0.8865298725927179; 107533420: 0.8809947277205973; 62652255: 0.8797833713834595; 43291995: 0.8764199197304442; 104847999: 0.8749717402743535; 89197035: 0.8742949876726905; 81594866: 0.8705737170520148
131466908	101437192: 0.7701240728947871; 89349000: 0.7667579550696207; 130209638: 0.7451115695070077; 72973960: 0.7345337470988605; 106834610: 0.7287706271731096; 136620818: 0.7265214467082273; 123409004: 0.7205973285205899; 70182015: 0.720411092226262; 101240821: 0.7200624373284956; 68744000: 0.7128039024532051
