CID	nearest_neighbors
7095297	119088667: 0.8291722933554915; 59491959: 0.8265344711947791; 4482367: 0.8231825782803748; 88765914: 0.7942576889756199; 1818681: 0.785761412441637; 136682669: 0.7759745660161778; 88765544: 0.7753700368420134; 136631783: 0.775233656513863; 101213407: 0.7712033820845842; 3341993: 0.7691542294998219
129713700	10157555: 0.9034961764008447; 134820057: 0.8995991653184248; 20654799: 0.8991802601334024; 138070143: 0.8938653402773227; 88429374: 0.8921827589272224; 23572905: 0.8920121608716431; 69944072: 0.8865891896650345; 87307836: 0.8863630314821214; 70046228: 0.8855154174301394; 70480558: 0.8841476719487146
126566597	115782189: 0.9088393583702885; 61080360: 0.9055560110094255; 121695401: 0.9017450737067656; 114937963: 0.8977320375037; 84642926: 0.8921789422676262; 91362419: 0.891578407282955; 9582090: 0.8915394954461016; 81849729: 0.8890776416311278; 104231848: 0.8881860719827062; 79019084: 0.8869898154783282
60687053	110651798: 0.9491556516318126; 47748614: 0.8882278214479951; 106967198: 0.8782537622851735; 106968003: 0.8756089137220284; 68270461: 0.8745564427182626; 72113876: 0.8725979568782861; 81535269: 0.868920890222874; 2103255: 0.8661101418056945; 83297284: 0.8654901250096194; 80202797: 0.863502974174207
103102507	82793990: 0.9432466206750293; 61684184: 0.9313037549960176; 61618351: 0.9303634272065257; 54988242: 0.9265345798636787; 103101249: 0.922181267991067; 88343424: 0.9211004815629951; 126760187: 0.9181112839933252; 59105875: 0.9177472805867047; 114066943: 0.9149491333156643; 88905416: 0.9124948105914957
104819236	115939662: 0.9139250565806168; 63271059: 0.9049222900292169; 102812902: 0.9045469266511655; 103602762: 0.8868233590098664; 62659167: 0.8832444984008476; 79738534: 0.8789678077038975; 82731614: 0.8764295974120522; 17583092: 0.8756344037833151; 63452132: 0.8723430248872496; 105733515: 0.8711196011658189
98162153	102195350: 0.8923460104309127; 21727639: 0.8919941878289834; 60067797: 0.8882064640777483; 11191612: 0.8863874804709269; 124113537: 0.8850286931151986; 13447639: 0.8848760104771828; 54682562: 0.8846076493452377; 122179398: 0.8837345109874705; 102254407: 0.8830130216126039; 11433579: 0.8826999455165346
103840570	84106034: 0.8804894530600738; 68961029: 0.8799870659479473; 69513936: 0.8707358781504223; 94682271: 0.8651109151672233; 124079624: 0.8561654992391392; 71838537: 0.8503437937360533; 82615485: 0.8461857549188659; 40620686: 0.8451172945104725; 640585: 0.8390082576736839; 129097067: 0.8285341315268813
114733275	90854292: 0.9476405838586369; 65229892: 0.9462114270687105; 71488227: 0.9414978768456821; 67292870: 0.9393003851492149; 134844141: 0.9370092485995319; 104932425: 0.9332960722829867; 11799984: 0.9299899058893547; 69418699: 0.9261946943661564; 71539329: 0.9256673948101728; 53635456: 0.9247065620746284
131572295	89197035: 0.8862561350705662; 13734370: 0.8850447462320258; 94259948: 0.8776848105234288; 86054736: 0.8704598146668732; 14942477: 0.8661260025155689; 10838898: 0.8639455009112209; 132470643: 0.8560846508086881; 14766019: 0.8538412797970596; 67830699: 0.8519604462033359; 61119899: 0.8489864602865305
25003469	53765129: 0.900522013564623; 134979093: 0.8936101884458583; 22182704: 0.8887300500636347; 10668992: 0.8802086480421762; 89348749: 0.8778259628276256; 124928597: 0.8631413259816118; 6506621: 0.8547071659406233; 91325153: 0.8540880799098054; 91467158: 0.8538172557089568; 125183271: 0.8538172557089568
65404380	82773425: 0.9703325291527314; 60937460: 0.9638493905251143; 104943066: 0.9548471124611027; 65894912: 0.9490864655338921; 132438121: 0.9449114844171638; 113925078: 0.9403439937856678; 102617511: 0.9398791557351073; 119951041: 0.9395843267148287; 104678686: 0.9384586134939931; 121640360: 0.9381888658785348
82842413	68384474: 0.9233503960776709; 103452427: 0.9188896654204218; 66933569: 0.9027771130134844; 44890270: 0.8971157146672117; 79568095: 0.8891997156706449; 89381828: 0.8853361910855936; 89104372: 0.8820472070586397; 64745153: 0.8801858408885209; 67978348: 0.8794716069493987; 118225984: 0.8790727518191439
59057324	99741936: 0.8577764848732049; 59181182: 0.8464390500648638; 80416947: 0.8160692297529341; 118244536: 0.8139426836628647; 89637157: 0.8125003046392636; 110548313: 0.8085279505588189; 90293372: 0.808028054987559; 53225269: 0.8072871846588737; 134234224: 0.8031409384721039; 43157597: 0.7992628307634866
101125192	12086235: 0.914268594415454; 126502669: 0.8661107661643513; 54344455: 0.8399390533895774; 89255170: 0.837484018557174; 89803126: 0.8336779731193075; 101391547: 0.8313814838018685; 101921874: 0.8304058113646824; 136231452: 0.8294515494533646; 68692558: 0.8291333610091075; 57722039: 0.8286967082844545
108481265	115647221: 0.9347993289532825; 19906411: 0.9270711712675692; 115613065: 0.9222368579372615; 59316198: 0.9216645670749001; 10516458: 0.9211210307937793; 123797879: 0.9207120925948417; 82260552: 0.9201882560262109; 28859008: 0.9179616958208155; 66944718: 0.9167985661716703; 6606663: 0.9157749860022307
130502706	116439299: 0.8376311000508468; 116437570: 0.7775404580282382; 115770048: 0.7760174029988856; 112311779: 0.7721684132250982; 116237714: 0.765336693943014; 109947066: 0.7533947929514397; 114953722: 0.7424889871516218; 81961985: 0.7321692513940002; 114865242: 0.7296692092510748; 115644007: 0.728006223959541
130100890	130100840: 0.971445541228431; 130080526: 0.9174264360357269; 131626846: 0.9129294722414398; 130094664: 0.9015498013323131; 133098837: 0.8972480389381805; 133100582: 0.8961384288082141; 134625285: 0.8887744889359054; 86948044: 0.8846954099329105; 70921186: 0.8832037453665736; 117457544: 0.8818554473699467
107716154	81114383: 0.7935544514138984; 87745057: 0.7447582583409781; 42644340: 0.7389292898165092; 84616752: 0.7266915328909929; 126551512: 0.7259223583958496; 104831224: 0.7164820019016521; 10747538: 0.7161190607834651; 123792592: 0.7141982029479068; 68471391: 0.7140080978629705; 91523526: 0.7120242459211066
136765402	105485301: 0.8999993039571905; 117175527: 0.8941479585236083; 4675859: 0.8930699457965617; 92665211: 0.886814464679438; 131476928: 0.8856856366025626; 117273821: 0.8837207480129787; 32768474: 0.8797347672976331; 4266043: 0.8720504711044; 4222258: 0.8715806206313356; 56355822: 0.8714197239589886
106175527	116274532: 0.9414664152060569; 66269652: 0.9373856221690244; 108506866: 0.934666093306133; 22051371: 0.9184632921077104; 43573111: 0.917818283291293; 134403221: 0.9165438738090729; 70075102: 0.916520049547571; 70089635: 0.9150265109120044; 11614945: 0.9135630785961955; 115596128: 0.9105986154690465
93312279	89524783: 0.962735370990806; 49778374: 0.9315972953068445; 115605009: 0.9156699328202207; 111664689: 0.9126574235529171; 19080718: 0.9064842843845872; 62552402: 0.9014895557093541; 12099982: 0.8952156164210163; 95379338: 0.8951194478462987; 81626715: 0.893813057038532; 124501438: 0.8937163715804298
57878591	91245912: 0.9264545068892283; 132299603: 0.9106546012180022; 123556338: 0.9047966153699555; 83853759: 0.9032180226839663; 129462294: 0.892027734025111; 69929021: 0.886435689616859; 117779310: 0.8848956649375145; 55283525: 0.8832101898901947; 124705522: 0.8830941932486727; 88600124: 0.8830931869782321
65800199	60628442: 0.9294200631289097; 83310057: 0.9190587869533485; 61711916: 0.904376170704398; 63235393: 0.9034752645841946; 19916041: 0.9034234335458596; 62177491: 0.9033820871705226; 28877355: 0.9028045881226393; 62148400: 0.9000703375647443; 50978115: 0.8978005623653899; 58797239: 0.8926639092763936
112647523	63228739: 0.8884785033476442; 104923958: 0.8578395069613727; 102623846: 0.8477649733576451; 116907039: 0.840170449426388; 103467705: 0.8331951606766306; 23063818: 0.8324614125504661; 79589368: 0.8308664725022179; 80817269: 0.8288594275624548; 64189645: 0.8255029234591095; 22371088: 0.8236542518462553
63579993	114001071: 0.9004789219273263; 107782917: 0.8916935988333042; 79528203: 0.8707336395858628; 84450571: 0.8555224765428204; 55436343: 0.850935051735357; 2970920: 0.8450712804652506; 8388960: 0.8443199644364777; 647497: 0.8385863726488982; 3805353: 0.832859300938527; 66229896: 0.8322487020395853
115731290	114990972: 0.9255006648520753; 118203714: 0.9241152406027718; 119362207: 0.9197688986544524; 60690972: 0.9193292574592391; 115871947: 0.9191107641452886; 54492524: 0.9169853418202685; 31288893: 0.916748672789605; 133596342: 0.9166756011871166; 54877971: 0.9166239372765498; 69696874: 0.9131858692769801
81729043	60990377: 0.9417625070560721; 115254000: 0.9160282297329816; 64236941: 0.9004284896299745; 43151610: 0.8821617439939908; 107533420: 0.8805651613725121; 60095513: 0.8785628929356938; 65335865: 0.8764753466054503; 112937960: 0.8763063601560611; 81594866: 0.8761428060166143; 96677353: 0.8735691227198946
131452003	68746485: 0.8521000229131811; 90256795: 0.84470515535152; 129187090: 0.8388169218304942; 68341039: 0.8386301514801586; 56587532: 0.8382241765632545; 62202813: 0.8371879169331294; 91391712: 0.8360631667011905; 68915130: 0.8339095721204015; 68288943: 0.8320241952826243; 91552818: 0.8310363225695747
107507520	81240433: 0.9016038563407571; 116018637: 0.8940879193088235; 79445383: 0.8933205922622341; 28449443: 0.8896736250900984; 116956023: 0.8887982705739518; 10662239: 0.8840727273684736; 103256789: 0.8826049500772151; 103029405: 0.8825761432175565; 83149778: 0.8820399034002376; 100354581: 0.8804189571978912
121829938	77054101: 0.8853982381840534; 111099067: 0.8760182823364364; 81815652: 0.8657258257925299; 121921999: 0.8630596984431315; 89952241: 0.8617144718798073; 130098101: 0.8613819525128812; 5139072: 0.8513438672248715; 24119398: 0.8498195631863031; 81815698: 0.8487105871001582; 81808426: 0.8483554309459401
87522534	82539852: 0.896609668540317; 80447898: 0.8871223789682962; 114997287: 0.8800194346220337; 106847004: 0.8767784961778001; 106842317: 0.8688523314272348; 106842777: 0.866701213555374; 108360761: 0.8654136701761375; 63695532: 0.8643430028932525; 110951766: 0.8631810561466009; 108142458: 0.8563700095317526
82336158	57713252: 0.9444967183086521; 4078045: 0.9127726745510356; 58688068: 0.8920570825643489; 42741232: 0.8825626165081231; 66736997: 0.8764993021055272; 49833598: 0.8756038728295915; 67290071: 0.874429994271956; 9990846: 0.8736307991242239; 136968903: 0.8731842076751479; 90376216: 0.872188980055901
84620123	20803212: 0.9857665570589731; 124203259: 0.9641478545791573; 61332587: 0.9559526624878852; 24738121: 0.9532902931413537; 80080342: 0.9333823443089866; 61872199: 0.9320419629286156; 102951761: 0.9270678395440347; 115704808: 0.9252596337696761; 55025709: 0.923965854074997; 106563378: 0.9226927337089454
13526705	115050918: 0.8956186889257313; 60138028: 0.8887691506221935; 88882016: 0.8777610190709156; 1798998: 0.8677710233454654; 17985409: 0.8674715944069145; 83613331: 0.8646588479451515; 56994377: 0.8605127298212852; 87954921: 0.8595983707929228; 53418274: 0.8594525724887969; 19776667: 0.8590288061549584
21254356	54283763: 0.8772073660814884; 87611993: 0.8747364977919245; 11410720: 0.8681510404023149; 58545257: 0.86649421692604; 87705348: 0.8448468988170509; 7538908: 0.8150382024396815; 7064133: 0.8122304938355953; 41092483: 0.8071322753027672; 131634646: 0.792319773648575; 57828859: 0.789076782654011
117187285	53870850: 0.9152272358679752; 24959810: 0.9112205880022684; 90193725: 0.9074154159231672; 45944000: 0.9069602652546562; 47066305: 0.9054566243009906; 16343171: 0.9019023150720614; 125705359: 0.8967466692489406; 69869921: 0.8942726017222298; 8055511: 0.8938073425837386; 135425880: 0.8932242817141957
96619065	108771681: 0.8945785239189424; 108739993: 0.8848388419159252; 10267244: 0.8835489683790041; 52015633: 0.8812366747276646; 219665: 0.8717236740565086; 22057926: 0.8695566749344463; 91968220: 0.8663608348002172; 124528054: 0.8658036458638141; 124880007: 0.8646479746674657; 56640337: 0.8632564884532284
101392481	130870074: 0.9143998178515581; 65141035: 0.9116348696432598; 88907359: 0.8921966381915061; 106433259: 0.886566866290863; 113495410: 0.8703744761087479; 113543888: 0.8691888786981911; 78919607: 0.8659512820917341; 116618054: 0.8654540467758238; 45112687: 0.8593989713833988; 87875858: 0.8541120347446518
22363278	18738625: 0.801118249270464; 129843389: 0.7964524168250813; 23729700: 0.7812373683181586; 130274884: 0.7802654550034618; 11512364: 0.7786043487494004; 116985646: 0.7784523377062963; 57105659: 0.7782475405367059; 42275179: 0.7779551480557755; 10122318: 0.7768683402859408; 70837580: 0.7765756107935057
64611106	64609643: 0.9311270709600582; 63035862: 0.9038090691020693; 82238775: 0.9003107803270557; 108312968: 0.8941972243882705; 115659327: 0.8823986756695293; 107761675: 0.8818955889751109; 114001219: 0.8747791202588057; 80451849: 0.8729909678981987; 104066121: 0.8704097534508917; 115987451: 0.8634491492104885
80490913	79872377: 0.9216205648645507; 90145482: 0.9154081439363416; 64544653: 0.914955513552072; 71261461: 0.9147963455378009; 7295091: 0.91353623699782; 60553761: 0.9125654779404205; 127049405: 0.9078572034009024; 3914238: 0.9064961909807868; 55810445: 0.9064612000126867; 7254266: 0.9056018303525994
116166620	116166649: 0.9422174298832916; 104166812: 0.9317893352468412; 519978: 0.9259013442682845; 107506838: 0.9238956109123787; 115654839: 0.9196292974775762; 131698308: 0.9196278488340655; 43213948: 0.9195590659348334; 54981631: 0.9177311907556538; 62354439: 0.9176786146801673; 54808013: 0.9176649196883353
5424903	71951846: 0.9001642072999244; 87390313: 0.8844982217768015; 1526089: 0.867676099555735; 5355668: 0.8673058467842585; 929436: 0.8668204749338054; 137270615: 0.8573761295966699; 133632019: 0.8544413250529065; 867293: 0.8538654924383955; 136661382: 0.8524243915381303; 1405650: 0.850455465210667
84777305	116296361: 0.8925357553877387; 28752205: 0.8797336542736116; 105436223: 0.8766041076295054; 89894564: 0.8676596955476855; 84292896: 0.8674074394855804; 117135326: 0.8652989036086028; 135233251: 0.8612957766978705; 116993588: 0.8605480328809966; 116993090: 0.8585173222763309; 110865079: 0.8575072695813457
115407634	115407161: 0.8702328320911317; 115407606: 0.8569619101809985; 126822889: 0.8477121479242222; 83962521: 0.8476616333813722; 83165412: 0.846874733625793; 129998214: 0.8446116636030683; 22142943: 0.839870965841336; 63479459: 0.8360013807694083; 43132884: 0.834912337524035; 106749970: 0.8341844601532223
65259285	104354626: 0.9257941288951671; 66167291: 0.9210481612189481; 115216340: 0.9202434961085063; 19811289: 0.9134447002626223; 62010562: 0.9065374856350844; 20458511: 0.9062370718479277; 60691702: 0.9053532750754618; 116274532: 0.9026859512980798; 10052751: 0.9025918220635363; 61538430: 0.9001424001027453
86599729	44368562: 0.9029287596178264; 8453667: 0.8993256354124823; 67408760: 0.8976734330764319; 10940750: 0.8967785877198163; 60034212: 0.8925843007432244; 23071393: 0.8905028879387245; 25210729: 0.8896323003099352; 130338945: 0.8889162117375248; 1995: 0.8879367880060023; 81008796: 0.8858362003848796
130378048	96748898: 0.9717817533652533; 57426715: 0.9541501828899187; 101355134: 0.9442953916979203; 19874880: 0.9422346959233546; 80573471: 0.9421154522235815; 124508928: 0.940725486309571; 70132012: 0.9361519159252643; 55287518: 0.9343389291285784; 124839735: 0.9341429212232298; 94201428: 0.9331536029270738
129997280	84661875: 0.955096828026703; 81921449: 0.9131171369740287; 52262353: 0.8738349019772815; 130676140: 0.8721245228340051; 115526055: 0.8695576041800996; 115525289: 0.8579456042329179; 103517060: 0.8534474177760636; 132324200: 0.8526889265264306; 130993776: 0.8496936803993906; 116318215: 0.8434183392653445
24879867	126708157: 0.7926797515186288; 131751745: 0.7897820289467785; 91859057: 0.7889758265711826; 91852105: 0.7869042409449711; 91857548: 0.7869042409449711; 102104362: 0.7858080811651782; 129539666: 0.7817098734100629; 44259003: 0.7814687249036155; 91857218: 0.7790364277156112; 102506304: 0.778123664817958
63691579	104271980: 0.9698135831745682; 66431075: 0.9673488494027345; 43962665: 0.9629777156247756; 64332560: 0.9619088871610995; 47037883: 0.9584118088793667; 101058590: 0.9575136821233738; 103102216: 0.9563321230315328; 54480285: 0.9509195233746482; 65355959: 0.9494493683790806; 524230: 0.9493699065724179
130105140	118851407: 0.867823258033896; 130098101: 0.8416010632369851; 19467957: 0.8339755163418329; 19262894: 0.8290103787562504; 19468037: 0.828432863203227; 19526979: 0.8266062925263439; 118825513: 0.8254570723901201; 53253648: 0.815768381894626; 132057051: 0.8135741857228359; 130081671: 0.8131294288620784
15595464	84106034: 0.8570526072897063; 58100269: 0.8489341672100121; 66488341: 0.8464301162901561; 67278002: 0.8458456283594531; 10289691: 0.8417852884274084; 136896408: 0.8416116716557819; 72063918: 0.8395792162841675; 11757667: 0.8388347716358558; 36456502: 0.8385434428327266; 55489530: 0.8361849367390113
10420413	6500974: 0.8021139318545135; 86575281: 0.7927693842436763; 49676469: 0.7885837199523263; 4070845: 0.7880233079480078; 100828138: 0.7816156647355391; 60108104: 0.7815320887612847; 121038303: 0.7758990755041345; 17715982: 0.7723029358419645; 71382841: 0.7718434215190533; 129707201: 0.7700414594757959
43554746	107171583: 0.9792341571950465; 51629012: 0.9416617888315637; 69654829: 0.933553077470341; 106992770: 0.9331605017262548; 21411255: 0.9269157932583724; 63972269: 0.9242308855884964; 895612: 0.9158722434078447; 2049250: 0.9100639224704515; 60632756: 0.9092822230602889; 63973125: 0.9045978224148432
13025195	23332063: 0.8805808117756477; 102239181: 0.8772887536094965; 58185822: 0.8705524800064746; 44205791: 0.8646663142834627; 62857863: 0.8608435223179458; 13761213: 0.8600423262296514; 80886574: 0.8559916652829761; 115383909: 0.8497190162624816; 80890543: 0.8494220609463635; 64375261: 0.8494181561523971
62678756	2733899: 0.9700294605680866; 52913271: 0.9449262068485768; 24780201: 0.9393302925916726; 56678397: 0.9359731193449242; 24862319: 0.935377671191884; 44203387: 0.934253888908516; 53386323: 0.9325302343859582; 9852196: 0.9315821962762361; 46239302: 0.9298428389601353; 11192158: 0.9284223504567606
59668848	118088415: 0.915678013972771; 10053915: 0.9055181479160432; 21146682: 0.8989219816359341; 67408760: 0.8962332394076211; 127028635: 0.89613383332693; 10530872: 0.8960441587669964; 8453667: 0.892874582453315; 44545739: 0.8914173872679848; 87313841: 0.8909989311844044; 11215248: 0.8908711148435634
62662849	61988871: 0.9360516694543558; 55263888: 0.9259400409307602; 53981928: 0.9170887825548458; 112881751: 0.9072338404635146; 104384803: 0.9060674715170464; 90052324: 0.9040446041097605; 61695046: 0.9022527502541745; 115743051: 0.8957975306949078; 28615857: 0.8957095107123333; 13674893: 0.8956525400147047
134301996	58353143: 0.8599632715567679; 58916797: 0.8580577080712811; 54447325: 0.8506555557154464; 130063556: 0.845306510820835; 7716396: 0.8378685569821256; 58353837: 0.8360805047529996; 45380309: 0.8347466636463283; 70900223: 0.8334867893994516; 130424817: 0.8310819896927819; 117984317: 0.8288419582008165
12511033	59141657: 0.8652613441212199; 111353576: 0.860996395676305; 20203770: 0.8529222971369174; 109916978: 0.8522412942006099; 96326: 0.8454815326509075; 112127416: 0.8447164117331369; 112250339: 0.8423973490369144; 16345017: 0.832135527767788; 112403893: 0.8308361346745975; 129831063: 0.8293686706159313
117216999	9798525: 0.9079266162908056; 104519516: 0.8803009998525242; 64434790: 0.8775635364109617; 105561356: 0.8774620469016732; 69999323: 0.867623358323899; 101684455: 0.8595730781784585; 55159694: 0.8572006559806933; 115018609: 0.8555531906703974; 8405494: 0.8550436387699127; 79395203: 0.8539224781423514
84721624	63085816: 0.9413157772237828; 117195493: 0.9324553600375515; 114829825: 0.931246310301238; 79915795: 0.9263619514329102; 97857420: 0.9120142488566494; 124282627: 0.9119420426660155; 79677847: 0.9088323831323023; 43386297: 0.9078347215937901; 69277624: 0.9077075765500193; 109340683: 0.9058896001686053
81444457	88161988: 0.8484019345454485; 71068222: 0.8478820542251068; 19433625: 0.8467192832970477; 79330494: 0.8433496180317737; 57426220: 0.841571321478078; 58201804: 0.841196854578574; 60010933: 0.8408763338742774; 89281509: 0.8388901997603891; 16077315: 0.8337577095626999; 89475609: 0.8329208927778403
600274	117731977: 0.892652955866595; 86881232: 0.8513110425036142; 116700368: 0.8369596814406014; 115107977: 0.8366098083702491; 102407044: 0.8284453290902261; 11479244: 0.82504190632447; 73671232: 0.8194743867809288; 878212: 0.8188292030294679; 87988059: 0.8179534075040196; 127034082: 0.817527048714916
229312	2113901: 0.9228772700396367; 19433625: 0.9206412341131168; 24936653: 0.9199311031911666; 83818266: 0.9168922143343937; 83781393: 0.9138625763887913; 3360373: 0.9055093570357303; 115110258: 0.9051510946464049; 136323082: 0.9049569730568884; 83593197: 0.9029562472436705; 83946572: 0.9008047596815736
89649306	132589628: 0.9257055731882425; 46915318: 0.910964692281362; 26466084: 0.9087940061256519; 70886985: 0.9021958618844556; 60046248: 0.9019364054139232; 132589725: 0.9017178567282265; 73085925: 0.8951259444829951; 21108187: 0.8934272583552467; 10938200: 0.8927593335363743; 55671510: 0.8922370651352189
103578622	103389416: 0.9241624400084606; 60690972: 0.9154501728701322; 65338160: 0.9072033952030366; 112636480: 0.9050370636364229; 66173052: 0.9032783065528617; 113936208: 0.9030250604998599; 64291601: 0.8960203932839443; 126591399: 0.8930342280772863; 19955428: 0.89176643696101; 93817573: 0.891670497558599
63930234	88485379: 0.9334663396610267; 63973125: 0.9196589279933686; 123375524: 0.906249462714009; 65313880: 0.9031820428720917; 65312583: 0.9029159459146477; 44326604: 0.895025806015981; 113573951: 0.8936589353239364; 107932975: 0.8914073571543314; 54248108: 0.8911286470422594; 66933569: 0.8857398578397923
79193368	104981664: 0.9214612355795069; 9963245: 0.9205572612921733; 66831885: 0.9154594763543058; 104981024: 0.9136904754521729; 111432033: 0.9108275155428992; 64098394: 0.905908947967839; 64313954: 0.9037045623094763; 64814901: 0.9031250611554549; 10010982: 0.9001579372790365; 90840558: 0.8981252553161003
83521417	78869881: 0.9232298561031161; 61236000: 0.919078287078702; 67172867: 0.9037078618234038; 22096359: 0.8989677545943433; 123676476: 0.8958085226809309; 23982530: 0.8953465161887662; 109973029: 0.8909826595974804; 103954238: 0.890549478877283; 58207754: 0.8898900747030908; 10624311: 0.8898430413403086
83410389	112929691: 0.9529552525873581; 80827510: 0.951085305299022; 23483648: 0.9479138528140282; 84506206: 0.9447333941421387; 57930663: 0.9428179805864264; 87268712: 0.9422139654797506; 123431271: 0.9413734569289877; 89729901: 0.9396638615726479; 112904241: 0.9395790489519271; 80028479: 0.9383867841401021
81222879	119031683: 0.7465010258541046; 12589299: 0.713320102372528; 82945379: 0.7114662174009476; 100955569: 0.7092756515019516; 65012234: 0.6867677581124847; 118852298: 0.6853328078217897; 108259969: 0.6810324104989806; 55193057: 0.6786946261806734; 80677675: 0.6772570559445072; 130091632: 0.6761823625338633
4214241	23332063: 0.9225949892294794; 21720213: 0.9007414908722743; 10867391: 0.8932893868521921; 5405589: 0.886111832624682; 115383909: 0.8822268263732108; 65437896: 0.867310726028087; 131121776: 0.8649854895046737; 135392368: 0.8645440404968306; 46825112: 0.8474040235511427; 129927955: 0.8445674312288414
117292180	20474769: 0.9101039645120049; 45091177: 0.8764104978415272; 82709234: 0.8664477117997725; 136888958: 0.8658348768499338; 135522421: 0.8263720289747141; 18169112: 0.8241867912178703; 117280253: 0.8091346070069783; 91231587: 0.8079853638339901; 117320815: 0.7966746114127303; 90860619: 0.7946194059113408
131393059	58883517: 0.8988490389085976; 89677145: 0.897639559782452; 58863557: 0.8888088203630881; 116981913: 0.877658447751731; 134526523: 0.8759672686810253; 84471073: 0.8752237990367955; 117277007: 0.8742635866561519; 53967723: 0.8716564461091063; 5209918: 0.8711117501552288; 123241900: 0.8710738467390303
65364507	19618395: 0.9207493533985275; 19618286: 0.9077690454590581; 102534039: 0.8920293251219718; 115258260: 0.8832463349729905; 83772754: 0.8651010381216656; 106705448: 0.8405279979825249; 83509261: 0.8373433752116166; 66729650: 0.836017080722954; 19410909: 0.8349306464447549; 90943723: 0.8338352219549977
2735959	107602392: 0.8117383732707053; 66155805: 0.7979207486230039; 83897366: 0.7893842948102129; 81907800: 0.7870714100931989; 136292103: 0.781098112782594; 76934574: 0.7797687994975139; 102666800: 0.7682479975394816; 76911460: 0.7605095591825775; 136990906: 0.7527852108694398; 131699744: 0.7526988647503273
131045749	30008400: 0.8057355934703208; 43299158: 0.8005511279577976; 127276469: 0.7990004578479222; 43213450: 0.7983880357982774; 107786372: 0.794878136001931; 78926557: 0.7745288780694088; 63253683: 0.7709269851378096; 60314340: 0.7705911128983643; 11945866: 0.767155722450942; 42969665: 0.7589925529724192
116549594	116570784: 0.9150947773210283; 116570298: 0.9128440944939725; 130972148: 0.9121173977670424; 44592929: 0.9084433430099723; 105080079: 0.9070955343919213; 135203078: 0.90581016553445; 21917230: 0.9042802858956782; 73936862: 0.9041551018998545; 64000382: 0.9027489586468375; 3392377: 0.9027043134410663
88905645	88346377: 0.787898285921178; 88009282: 0.7536247096945085; 88642969: 0.6850404541311633; 88277165: 0.684316867144507; 102511605: 0.677727202968085; 59847363: 0.6751558134540052; 135907976: 0.6722126708762545; 90002319: 0.6676907884992005; 106732189: 0.6671365231643396; 117241614: 0.6645686807942734
347833	86121396: 0.9635355876405624; 132148999: 0.957040907930639; 89439034: 0.9439079752273952; 101945133: 0.9294842091624183; 24874084: 0.9163871858494378; 20162301: 0.9129845129274502; 54034657: 0.9099584892305966; 90267009: 0.9082989280709743; 6676584: 0.9022478458826808; 135141852: 0.9014709910179902
15904518	21135231: 0.9634149087337786; 83292337: 0.8960017095272467; 113968642: 0.8933610812728243; 28443357: 0.8816632852916904; 19366385: 0.8796967658664641; 83292137: 0.8771382180112897; 17216759: 0.876601687989815; 81560204: 0.8727984681723862; 43681314: 0.868647938781932; 67936070: 0.8681069380350939
88423418	11193435: 0.8525453366488572; 87658075: 0.8485313586307639; 5010329: 0.8358490089306344; 137200154: 0.8354368439385383; 135494450: 0.8314906483085784; 129218214: 0.8263724395560245; 89698124: 0.8255309057864397; 52932056: 0.8244659028411282; 12167726: 0.8234598428652974; 121428104: 0.8226193299370697
126518372	3381552: 0.8603027513696752; 59485035: 0.846663228157095; 60140017: 0.8443563522630134; 123558883: 0.8416596357683647; 69137735: 0.8401258069404383; 23042799: 0.838780164139547; 126518280: 0.8362508986689957; 117837319: 0.8360040884140346; 95194829: 0.8359444627659792; 118256052: 0.8359064629947466
62708741	36089832: 0.8680147516324294; 115684833: 0.8639746153154256; 115242281: 0.8475976176737531; 54476952: 0.8420180845914946; 124618986: 0.840526494519208; 56547015: 0.8267056022996221; 131037072: 0.8222140333618916; 47158091: 0.8218466344120651; 26905762: 0.8205502011991594; 60915135: 0.8203803742627717
21860819	7614667: 0.7717998068116046; 3364416: 0.7645134933669908; 99676836: 0.7573528093707447; 99655564: 0.751785665110719; 3506876: 0.7510560602072569; 3763542: 0.7476267244693958; 3294424: 0.7427404749322688; 23868614: 0.7298891963472447; 3743877: 0.7295867571422401; 9938760: 0.7283818049300257
20237855	39754317: 0.9108859276264237; 133436704: 0.9012770112256014; 53469190: 0.8975338129314891; 8079007: 0.894925387142292; 44610482: 0.8885398538368686; 11093692: 0.8867434167074044; 122308076: 0.8860100453048505; 87713463: 0.8853419520496516; 132038833: 0.8799356689330212; 71478718: 0.8793531085622582
79679978	12908750: 0.8953562727144628; 82621636: 0.8771847386960702; 108090140: 0.8548416395770456; 92275111: 0.8496846544808556; 104438215: 0.8487430010234649; 64692253: 0.8468635569697861; 64594138: 0.841406161834047; 134988571: 0.8363943964083035; 104508929: 0.8346057615260926; 84118320: 0.8295405994249395
103993409	10482914: 0.9066346873464083; 481474: 0.9021307505631869; 70386595: 0.8959572208150733; 137496187: 0.8898197013981819; 12135983: 0.8883886405771203; 88567989: 0.8855186987586419; 113936471: 0.8846274064146203; 15954582: 0.8834374835029187; 70452359: 0.8827555079511473; 70051349: 0.8806292882096712
66138817	120472060: 0.8739569800910152; 66218357: 0.856052410066113; 66222309: 0.8481509688609675; 78919607: 0.8471505721204465; 106309432: 0.8296090334898689; 114171782: 0.8212434366186843; 112683694: 0.8010632173098977; 119520826: 0.7997486662990999; 81188133: 0.7886971231218324; 101515202: 0.7784076818230274
