CID,inchikey,kingdom,superclass,class
95983268,VQLCZQKLOUHLQQ-UZYOAWRESA-N,Organic compounds,Organoheterocyclic compounds,Heteroaromatic compounds
105007441,NWSKFSQCDWONPZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
55655756,BRVOFGFVCSPLGD-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyrimidines
95710214,HRUMPLVQUHTWGP-SNVBAGLBSA-N,Organic compounds,Organoheterocyclic compounds,Pyrazolopyrimidines
6518348,FWZWTRMLDHXBCM-FKQRQJJUSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
86623773,FPQKKHIJLPYFTI-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Imidazopyridines
57891320,OXHGWSIMOAFFBA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrazolopyrimidines
114086702,BMJGYMXFDCAKGN-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazepanes
3640651,XAGUECZWDLGNDG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
7151731,UYWBBHLOTDPXMP-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyrimidines
89523104,RCKLFJLXOGHTCZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolopyridines
3169098,CCUAYGYKUITROW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
3389605,FECOESXLQGTDIA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolines
92276926,DMJNNHOOLUXYBV-CNOCOONNSA-N,Organic compounds,Organoheterocyclic compounds,Lactams
22618377,PLTHDASHIWBFAH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
5286301,DJPYTBVGBYBRTE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
77108622,IDFHFFKSKKZQOO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
3401719,UKCANRCXSXTKED-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazines
11549029,RJQKOHPUMLTKAD-OAQYLSRUSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
83529228,GBXDBPHIBPFYQE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
3237519,JYDNGGLSEWJSMA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazines
80663431,NVEFSZDTJQJQTL-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines
66769658,LLPKCRMJPUXWIH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
55010802,NTXJYLKAXBHXBL-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
66588731,AWLQHTJUXDKDRP-XSZATPIYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrroloazepines
43184427,PYECSARRKCTKFJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzopyrans
4359421,MGQFHVOBDBNPOT-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
10519991,YBQGRUNGSNHOAA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
19634255,MPWIEFCBLIDYIO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thiophenes
69712029,RWPNADKUAOYZFD-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
89995550,LBCGEGVDBGTIDE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
8105972,VVFCGICFFZOHHZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thiophenes
98417432,HYBNAKNYEDMOJJ-XMMPIXPASA-N,Organic compounds,Organoheterocyclic compounds,Azoles
79229840,VTTQJFUUQQTSDL-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Coumarans
19252458,VSOSVPRTRLIWAU-VVAXKCPESA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
101417398,WPYRNKLETVAMLT-VIFPVBQESA-N,Organic compounds,Organoheterocyclic compounds,Dioxanes
98433658,PISXWHDMYKWRNV-HXUWFJFHSA-N,Organic compounds,Organoheterocyclic compounds,Diazines
19253577,MMUVOFFJKXIFBY-FJUWNDPMSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
59226599,UCUBOWGEDGZCEW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
29410899,FSYDQORGRWVVBS-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles
19457850,FMWPIULVMLHXDB-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines
58727234,MUJYZJXMOYRVSU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazoles
354822,BHYMZDGYWUNILH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles
29110960,NNZMSMGVOMLETO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzofurans
51034957,FKCXGCDHDPMZOL-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
58259172,HFBPEJLEIDQAKG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolopyridines
89965783,AEJGZNSVXJHQQZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
11504774,VKGMGBQJTJVZEX-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
56644993,FQVVGKVTOJAHCL-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolopyrimidines
14127219,YYULQOHXEDROJM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzoxepines
71212506,ZTYORSARWGAUAZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
20116725,NRAKKACKMTXRQJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazepanes
58003937,URRJRYKCWCKTJG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
4364172,RVGGBNGKLJCTRE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Imidazopyrimidines
23654415,LKMNVUQPOFFLQE-YLUUZVRVSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
19290338,XIEMRWZNHASONN-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
55901097,YONYHLGKCNAXCE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Isoindoles and derivatives
82531175,OLBPBWDJEVEMJK-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
104733920,ROZZGUUCQIICTO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines
19500895,FUPAPAVEIPQAIS-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thiophenes
4001291,RFBCSPUTUZXAAE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
45511134,XINBUERNVBQZFX-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazoles
114976477,QOBIBSRHXOPORW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Oxolanes
63667885,PDVHXZGNRIAJTQ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Tetrahydroisoquinolines
95307993,CFYSTWXGDZTXSR-QWHCGFSZSA-N,Organic compounds,Organoheterocyclic compounds,Imidazopyridines
58956729,RNKSVEGTUQPONU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
12082285,FKBKETJRCKZDAM-TVWJAPESSA-N,Organic compounds,Organoheterocyclic compounds,Isoquinolines and derivatives
9508651,ZJQXJJJYCYIGHZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
108700299,JBTGPPZMRLRNQJ-XTQSDGFTSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
20601156,ZYLJEGHOZKONFB-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
42950845,DUXFQPZTHNSLLM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
69155464,FIPMAVAHVWXOLI-FOCLMDBBSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
4484982,IXFXOOROLCRBNK-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
57172468,DWSVHMTYMBJYEK-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
101788856,TXEYNSIXEUCVPY-NPRYZEJBSA-N,Organic compounds,Organoheterocyclic compounds,Pyrroles
109261595,FCZBTLBKJFIFNO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azaspirodecane derivatives
103820736,IYFGIXQPMSQZLB-LURJTMIESA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
17372340,PNJFZWBJZLBIEH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
9092988,DXOJBEDVDGQRSN-MRXNPFEDSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
24002448,KSFNPXLONYLVMG-XDAYJWEPSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
42471036,JKLAJGCPGOVBDY-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
19880433,XJCUYISZYNEDKN-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
17441192,VWQGCANVTZSABN-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Tetrahydroisoquinolines
3985362,FXJGZBCPRHVGCB-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
91608034,DAKULPQVYDZYAL-GOSISDBHSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
89131624,QKACGANHSPLQHQ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
79372801,OYNIPGAKQZXWGE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Oxanes
64899020,GEXQDJISMQMUCJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azepanes
95209803,YPHNOQQVBBKTIP-CQSZACIVSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
70664984,BTLAGJKPKCYEIP-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
105588062,DLTHMXNNEQEMLE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazepanes
90035662,UPXLRKHUTQQCMA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
58482274,CUTWPGMNIZSUAE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolopyridines
108892330,NMFGNVPWDMHFTO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
99733400,IKWWYWAQMYAQTI-MBOZVWFJSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
11719268,HQBKRQWDVLFZSV-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
57964621,GCRZJLSOEKZSED-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
9803533,VGPDMWBVOAJXSQ-VWLOTQADSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
36526856,SLDHUOKVQBPYNK-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
57944182,XOSSZJLQHURGIZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azobenzenes
4176555,BGVXRQHQIFGPQR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
3435909,VUCIKBPDVPXWAZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
97115376,ONGNHDFPIVWVMD-SFHVURJKSA-N,Organic compounds,Organoheterocyclic compounds,Diazines
101456301,VUKZXVKAXAWPIW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
57126781,IRBHFIBNDOUZNA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
83351179,GTRITSNNHHMVSM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Tetrahydroisoquinolines
91462159,GOXOMBCUYOIPSB-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyridines
58742800,MDUXNOKKLYXYCZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzimidazoles
24442403,JJUKREGCXGELNC-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
62919660,WXQQZQOHPJRBDR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
19643610,BUPSIGKSRNELPR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thiophenes
136910042,RXABJBAEJFRFJZ-CQSZACIVSA-N,Organic compounds,Organoheterocyclic compounds,Pyridopyrimidines
39358818,QIBGWVVWAZKSID-RYUDHWBXSA-N,Organic compounds,Organoheterocyclic compounds,Azolidines
31784221,DXVAAKDVLDOITI-LLVKDONJSA-N,Organic compounds,Organoheterocyclic compounds,Pyrazolopyridines
4708531,ARHVSPNLLIGPQE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzopyrans
86654714,IFZWZTWZCORJDX-RPBOFIJWSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
113274891,MDVPHMIBGOOVAR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Isocoumarans
106128657,QBCUCZZILASOHH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzofurans
78860619,RBFXQTFUAQXYRG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
89847103,TUCYQANVDXKLIP-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Dioxoles
18231299,CECDLRVCHDPMHS-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzodioxanes
91663992,FFOFQXXHALIDJD-XQVDCTMKSA-N,Organic compounds,Organoheterocyclic compounds,Oxepanes
20943347,MAVXHVDMACCMBF-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
83364224,BLPONCWKMWVLPI-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Tetrahydroisoquinolines
43888620,QIMZWFGVZQWCDM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
59659229,TTXMWZQHPXTCCU-HFBFPONDSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
108724644,GBQBTKFAGIWNIF-IMVLJIQESA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
5915251,BGGMDYYWKWAUHA-CMDGGOBGSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
18923542,AHQVUGMQDBEEFJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Imidazopyridines
23774277,YZOMPXDDNIPRQV-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thiophenes
71604015,CSMKPLKUKOYBQH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
80661216,WZZFCRSRIMPMLI-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
29112068,YMYKUFNOSHGIES-HHHXNRCGSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
59817757,ABUHIUJGHPTBFT-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
640801,BMJFQSGTQOUUTE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
108811197,KKTVGSMUNOWNKM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
70870636,CFQLKSUWOXWKAG-JTQLQIEISA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
57955166,JLBZWWWKLHMEQR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrroles
65361213,JYKMJTGMWHMJBH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzodiazepines
63220932,LNOUMLHSGRZSSM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrazolopyrimidines
3392584,CTSAGIUUJSBLDZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
22950942,RFXTUUDWRAXLIO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines
69382620,YKLNYHOHLUJAQS-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
83918571,KPIISFBNAHZINV-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
93097723,WSJDETSOLCCFAH-MPZFOGPYSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
22069232,NYLLTMJTQBUNLZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzodioxoles
88882591,AAWAVASQWIYOOC-RUZDIDTESA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
45867895,DBAPMZDNSWVNHB-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
4900677,SBNXYMXBVBQRGM-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyranopyrimidines
53166990,QYPNSROQYJZCMU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
135671543,WOJLOEXTBUISFL-HCRIHEDKSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
46196724,GFKPBURKDDDTND-PKTNWEFCSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
10580992,XZTMNXOXABOFFH-PVDRQCIOSA-N,Organic compounds,Organoheterocyclic compounds,Diazines
62566076,ZYXDJOVJSBPXGZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
90914279,FSQKNSWUZRGJMQ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
58734240,BJHZALSITVBIGA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
100687260,CTHDUOFEVCGENA-OAHLLOKOSA-N,Organic compounds,Organoheterocyclic compounds,Heteroaromatic compounds
101583635,MIPPKZOBIUASNQ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
110583272,WBGUSXFCGOXXNH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
56871707,DRPLKLPIOUAVID-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
24757578,SYPYECJBYHRXAH-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyrimidines
57030206,NHBAFLYZBSXGPA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
66585153,XNLGGGBYZJBFHB-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
87509273,VOHGQYFFDNXSEA-DIPNUNPCSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
11785591,BXPYUSBFVZRLQT-VWLOTQADSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
3390480,UJHNWMQJYRESGL-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolines
18882647,IYPQGBFKWAXORE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzopyrans
79472110,BYAONZCLOUQRMJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
43966957,VAMMHRSHPXKLCR-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazoles
56559870,QJAOXXCFHCKOFN-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazines
101027953,FRLKMBXCHKBHBE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Isoindoles and derivatives
59179647,GCMAYEWYSIZNJJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
46503374,PFIGJTLVYACKQU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
63200863,HLPNMOOMOIFFJJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
60899628,NNDLUWVJHCYRGP-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzodioxoles
108491987,WAPLZPJRJNONPA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzofurans
99657465,UXJOYVVIVMFPHW-LJQANCHMSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
4249170,KZZBQDOXEGJEEQ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazanaphthalenes
18819770,IHQUCRJTKMAYJW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzopyrans
49835175,KWNWUIDGZBEJEF-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
23946544,XBJIMHAWSQHWBI-IQCUCHENSA-N,Organic compounds,Organoheterocyclic compounds,Isoindoles and derivatives
136763756,PEIIRKANFJCKHG-LJQANCHMSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
57932441,SXHZTDLVUHDJRX-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azaspirodecane derivatives
18186401,TYUIAFGXEJISQU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
53025166,DVMPXLCOKGFQNU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazines
89100036,YNURPJHXUWLJMJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrroles
6006408,LYIVBJFGFSAKEY-XTQSDGFTSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
4160248,PNERIXVOSGTISY-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
26209211,OJHJCVPSOOQOQP-VBKZILBWSA-N,Organic compounds,Organoheterocyclic compounds,Benzoxazines
27407283,FKRDAJMCVZUYKZ-JOCHJYFZSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
43148913,UQOWUHDCJYQKEZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzodioxoles
107970663,UWZRCINAZMJMLP-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thiophenes
91294123,VTWPYUCVQRLOBC-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrroles
72206503,WCLPGSZYXRDIJN-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrroles
55949421,DEFLBMJBNOVFRX-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
88073580,HNWNFULEZAZLCJ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
55914876,MDWXSZXHLUVEEE-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Diazinanes
46842546,YYOMOKPNLLPRGW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
57648216,PQBGPKFAXUIDRU-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
45868131,NRBLYRDZXYSDQF-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzodioxanes
83020516,KVYIGUBVSKKEHW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
57561027,QNCZEIGRJOYJME-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyridines and derivatives
23408850,GXNOCZRVTBYKCS-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzoxazines
88450115,POEXATMDUFVART-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
78880949,JJPPVOGVXWBMIO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
1955837,IKPHCURAKSVGLW-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
42429864,OABJIUKFKSHZOZ-XMMPIXPASA-N,Organic compounds,Organoheterocyclic compounds,Benzothiazepines
5433396,QRGKRATYISZMDC-ULPWCQAASA-N,Organic compounds,Organoheterocyclic compounds,Azoles
83828642,CVPSDGSFWJKNLG-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Piperidines
2636421,GPRJQNLNZSTPQT-LBPRGKRZSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
90362741,QFOFINIIIMWWGN-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Quinolines and derivatives
111794178,PYYBSMLFKLUDKL-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
49672685,ANERAMGROLYIAO-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Azoles
9039762,YWFWGWARHCNUFA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
70535939,JSWNTMZUZYJTAZ-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyrimidines
19249555,VCRPAWNJBMMPBL-FDFHNCONSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolidines
108720145,SUSSSBYNIFESIF-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Pyrrolines
95098657,NZOGGGRWPCHNFH-MRXNPFEDSA-N,Organic compounds,Organoheterocyclic compounds,Indoles and derivatives
69597450,NJCYWEYJYTYOFB-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Imidolactams
89850136,OYTAYQLHTFPGJA-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Benzofurans
