CID,inchikey,kingdom,superclass,class
73506308,KYYPXSQCYJQSFX-RLSRHPEHSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
71307569,OWGURJWJHWYCIQ-ZSXWNFODSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
5477656,DPNGRILUJOVKST-FMIVXFBMSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
393596,TXYXOCQBVYAHGN-WOJGNBHVSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
3089749,XBKPFHKXMHUTDB-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
25266783,UAAORIFEGXMVTB-RCGYSOAGSA-N,Organic compounds,Alkaloids and derivatives,Amaryllidaceae alkaloids
108787014,OCHZSVYKZUPYDG-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
57972087,OJBOPNOQLODSFY-UHFFFAOYSA-N,Organic compounds,Alkaloids and derivatives,Amaryllidaceae alkaloids
14554062,IWDFDXKOAWXJTN-YGMGGQQPSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
9833007,VTFHUSMQQSUFFI-BFZHFSJYSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolide lactams
11308755,RFNDJZWPUPDCSV-WIFIACMTSA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Purine nucleotides
11342875,YFVDFUDYKURGBW-OXODQGHPSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
102266240,JMMGPVQOSYCZJX-VJBWXMMDSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
49921372,DSLFDIFASOYPTO-YQYKVWLJSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
10996488,AJFDFQORVPAYQF-URFRHESSSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
10484933,FICKNQHFTDGQJJ-VLYCZJOKSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
101345176,ZYKRMEOXKVTQBJ-YDFWXDMESA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
91845582,DTTYDZQSOJDDEB-DALPAPBLSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
101666554,LSLPAMQASPCJOJ-LIGGPISVSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
70963241,MXHWBBTVPYMBTO-HCBAHIQBSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
91850855,HQZLVOCEPZSHJZ-NIVGIBPASA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
91859914,HWERXTJHWFQOSE-CKIOULFGSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
91855399,VRKONAONOVVDGL-ROHRPRTFSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
101249903,CAVSMEWMURFRGU-IPBSIGGQSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
101177667,FLXMZVIOWTZDBS-PZMMWSDWSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
101925742,FOJGYUBXOYONKX-ADLYVPBZSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
101255058,OFXWLKUIHFPXAA-JXBNHSMXSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
440949,FTNIPWXXIGNQQF-FFFJRYSISA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
91859233,QTPHWIVTDQEIEL-JABKIXNDSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
91855553,VZXCBMVMKWISQH-KVCBHGCESA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
52925962,AWLOVRYKWYZEEW-HLFYWILQSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
91304,QIJSQGXDFAYEAF-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
52924014,YAYWUPVKPFYSRB-LNJOXPBWSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
134762303,QULOEXDJDJLZMT-XIBKXVQMSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
131815570,YTNRNNAXSYOZKA-PRCKHXDNSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
52929731,WSVYKEAAQCZCIM-OLQPOVPYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids
131816118,UIYVVYGMDRLNNS-VCZQVZGSSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
9544746,SJKUKFUWJWEPFD-AHYWTYHESA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
56938860,PQTOWTILAHOFRK-QPIWAQSBSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
134727039,DKRISILZMAKNCK-NQQHDURISA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131812306,NJJUQWYSNGQNCI-DTSDQNDWSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131814107,PSTXCDVENHWJOG-IONAWPRUSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131776282,ULIVIJWMZVXVNA-KRIWGXSWSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131813908,NGUJNCKMNDLVSC-HUWKAXHXSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
285963,LZYOLLXPXIINET-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
17999954,WWUVMHRJRCRFSL-MDDQZVRLSA-N,Organic compounds,Phenylpropanoids and polyketides,Macrolactams
10449253,ROPNGPDTEGWGDV-RPTUDFQQSA-N,Organic compounds,Alkaloids and derivatives,Morphinans
92261975,UGIMTQTXIBCYDU-LJISPDSOSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
104124728,OVPCVLYJIBNFOS-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
56737828,AIDOZOLLMZNRMH-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Isoflavonoids
3010660,UYKFKHFVUWIDQD-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
19560756,YBTMSDGADDYMMJ-VZUCSPMQSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
101495868,UNOXULOPAULYOP-UHFFFAOYSA-N,Organic compounds,Alkaloids and derivatives,Harmala alkaloids
69578138,RFEVEDVVZMZNRT-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
101534698,SHSOFASTZZGKTK-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
20162275,WWLGYUAPQYJSBO-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
53737109,CRYVAOZHCLZQBT-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
101891582,BQLGZHSOEQTRKK-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
53951688,JEWBLKHKHSQHAY-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
101162981,RNSQUKWRXSBCNM-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
18661167,CVUMEAVVIJQEFC-RUOAZZEASA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
53961108,JLAAYPZZUOQEKS-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
11419671,LLKMTRQEOVHIFA-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
23147662,VKMUZFXYYRZQCF-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
101543766,WVHCSCBEKCCVPP-PGSXYRMZSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
88484433,IIKIDPWWQQPYEK-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
90678018,WLKYNBCOIMXVRE-VFKOLLTISA-N,Organic compounds,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides
88054440,DRSIJBZFGVDJTF-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
101162974,QOKOMFPIJRVNDO-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
89407174,DGJBQHSUPJFUMJ-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
90339040,QORFIHNHIXZWSK-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
57873929,DTQZJMPIZOGLQR-JRKPRVLPSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
10371133,AURNBUVACIJDFF-WVQCCJAWSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
46841808,KTTAISLAHSQSME-QWIWMKFHSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
91851915,JAGCYJQYIZLILX-IJLBBAARSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
131801213,DHQMSOMBOVUZCG-PHNHHGMCSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
71817231,RSLKXIVNBJBTNH-INBVPNEKSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
91847148,LOZHZSJDZYKIJV-LGQXTKTBSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
25234846,OFDRCNZNIRUAHK-SKOAXLGZSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
21595531,UWSPXBLJOFLUIR-LFSAMIEGSA-N,Organic compounds,"Lignans, neolignans and related compounds",Flavonolignans
91857676,BZBSLBREJJUINO-JCBFCEDGSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
6239259,ZYYJHXKSQKLEBL-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
91845211,YRJVBCQYBKIOGN-ASPNILDVSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
102125361,HFXUANMQDUSQIJ-STTRVMRJSA-N,Organic compounds,Phenylpropanoids and polyketides,2-arylbenzofuran flavonoids
21626706,LCSWUKTXJWVVJX-NUWJVJKESA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
10771760,KWFJDYWFJKUVPP-CLWOHXFOSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
41008244,LEZJLKDPMQACMM-CQSZACIVSA-N,Organic compounds,Phenylpropanoids and polyketides,Neoflavonoids
72407579,QEMUUBPGSFTQOS-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
24138938,CZBFURGIYYGHCR-LXTYGCRSSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
89172635,AQSMMJDFEUGIDI-YRNVUSSQSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
53712093,CBDZSCXHPCUOGK-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
8421886,XPQCPUIOLMVZPG-MZEUMTGBSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
19260920,UJBUGORRQSGVSC-BKUYFWCQSA-N,Organic compounds,Phenylpropanoids and polyketides,Aurone flavonoids
71718570,ZUTREUGBXJLPAB-WYLAMRMSSA-N,Organic compounds,Alkaloids and derivatives,Vinca alkaloids
56681796,OFELGZYTYGPQGT-CGTJJPEBSA-N,Organic compounds,Alkaloids and derivatives,Vinca alkaloids
90668737,AKRWRWRTIBYNIA-XQKSVPLYSA-N,Organic compounds,Alkaloids and derivatives,Vinca alkaloids
355119,GBABOYUKABKIAF-LGHKKMGYSA-N,Organic compounds,Alkaloids and derivatives,Vinca alkaloids
105117228,KGZGBJMYNIVMCD-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
65439543,XOMFMSOKVNWQRQ-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
85671361,ALETXGGSAOTTTE-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
79019084,ONPYKQKJNIXSOY-YHYXMXQVSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamaldehydes
496334,FVFGIQLUIUFCAN-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
102256923,RAECKPNJJWOHCO-NAGIZHMTSA-N,Organic compounds,Lipids and lipid-like molecules,Steroids and steroid derivatives
67327576,SAEGUCZZRAPTBP-XSFVSMFZSA-N,Organic compounds,Phenylpropanoids and polyketides,Cinnamic acids and derivatives
6669488,NYMACCKADRLMLF-CDKKULFQSA-N,Organic compounds,Alkaloids and derivatives,Emetine alkaloids
102209116,LGFHNYZFSGXDMH-SCCLZRITSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
101005981,ZIZQJGXBSRRPRF-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
23002805,GNEXRGHJJUMJLF-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
88111919,MGOSUJKRLRVUES-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
87930340,NEUBHUUCCWJYAR-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
20292336,BDNMVIPFBILNSV-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
101947447,GWGJDENHCLCSGL-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
58868308,RSSAVMSBCMUXDP-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
62311927,HHVXOKZGLJHROF-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
64162969,GXRDTUWIMHWJBY-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
59925218,NEYNWGISCZPTGW-UHFFFAOYSA-N,Organic compounds,Hydrocarbons,Unsaturated hydrocarbons
87840307,ZKZZIWPQKILAHY-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Neoflavonoids
104058915,JEUAIGKKNBLZGJ-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
65026269,POAWNHOEQZGFOY-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
65790718,BDMIXGPMYXDLRD-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
93082309,QCFXYSYQFCKWLD-DTWKUNHWSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
62442853,NEIMHFLNHBKPAF-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
83635470,FYNXOZOQSPWTPU-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
19963976,DTJHNIUUYHKRKL-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
43793438,PTMOMTFCNFRMHA-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
58995533,RDIVGJQTQUVMHK-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
72468253,JQIWDRFCPJODKK-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
22684956,NJEVLZOFKJWGRE-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids
66033481,BTFUDBAJWAKVMX-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
63282136,SAJKRAWACHVKAV-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
64669887,QWJOQPGNCQKQGB-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
80060981,IVAFNPODVVRXKL-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
6201417,QTVIOJQMAIGIAL-OCEACIFDSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
6369772,HGIHQGPMEMSKLX-PYCFMQQDSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
57391740,UCPBBOKYIVBKIP-ZYSABJRQSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
22771232,LNUQLNYBPABEHH-VQKFIMNMSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
57696306,AKBSITQNMUKEMZ-NVXSEAAZSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
23305451,ZXFBSSJLDLIVJT-KDDJLAJVSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
71487970,MMJFLONTELZXLV-ZEBIEAPTSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
71653217,LDFOBQVEYYKZKN-KLRNULNMSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
53320006,DMSLVPBURQTCAM-DSPQCSRZSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
11193801,AYUCGDHZQIAADF-AZMOKRMDSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
25101089,IWEFJWROFVCNTJ-DXMSNUQNSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
73345192,FXOSBRJWXSCNOT-OSPYXSAVSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
24889377,FOBQXGWNRZVSKB-JRMNYLMGSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
10032504,FPIDCOOKEJFXFI-TXTWQRHOSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
59195242,DDJHUTXBWMMXNP-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
59195757,XRWWGFXOIFZNIK-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
59195913,LYDVEGUINPQWCG-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
20822259,NDXSAZYPQBIDGH-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
59195211,GHAPLSMCBMQNMM-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
59183612,YUROXFDWMBCXIU-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
21844654,KHXCNBFOCNDMAM-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
59221034,OXAZNPOWKIIMRB-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
90194755,UEAKQQKXBJHMSI-UHFFFAOYSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
20685752,ICTFYOTYODIRKC-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
58205394,SSPDZUAVJROGLS-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
71125593,KADLHOHVIKXNPQ-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
89169482,MITCTNPIMQHVBY-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
70182775,IGYUDKPTJMNMIJ-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
90264949,KPBSEQUIHOUNCU-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
11691951,XGPLAYQGZFNSNU-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Phenylpropanoic acids
10509754,BTIBSWPQYQKIIG-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
70102170,IJKREFIBERQLJT-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
9807042,VWZUQZLJVFRJSI-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
24393879,UDANWUAMCWZFPD-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Flavonoids
21036072,VFOMSNYOJIMONN-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
18178083,IHUZFZDCAKFROD-OBGWFSINSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
89939990,QBQIBTPVCFWSSC-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids"
59181085,QTMJJKFTRPBIBN-HEVIKAOCSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
90246510,TYKCEROQEFPYPR-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
59471175,HNHXLUOARNKQOS-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
87886267,AWJCNBSNIHGRSN-OUCLYRJQSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
91459885,XHUJXGBBTOQKJP-QEFVOUSNSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
20584302,JQSFPWFSLFBQLC-UHFFFAOYSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
101375681,TZPBFFCOHOUEHA-PIZAWBRTSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
10510019,QLMGGRZACLACKO-IMUBJNHOSA-N,Organic compounds,Lipids and lipid-like molecules,Sphingolipids
102263347,DNBJZQGVCJBHAV-XKSPKDCKSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
72191252,OYXSSQJETNIXIN-YUVNUFOLSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
89016658,YLUQGWAQZIFBOI-RFTVCXMLSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
57937171,XLNDNFNAIGDBEQ-HWLOXFRGSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
58174965,UMWOFPRCZYLQIO-UHFFFAOYSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
89743049,KQZQFRGPXQRDTJ-DVUAMGAFSA-N,Organic compounds,"Lignans, neolignans and related compounds",Arylnaphthalene lignans
70828823,QKBXLRPAOHLHII-LYBHJNIJSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
58150973,YULFZOLHKHILFY-OFWBYEQRSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
70822759,HVUWZLIQIFLRKB-NBRQJKPLSA-N,Organic compounds,Organic nitrogen compounds,Organonitrogen compounds
6640882,NEXXCCKCKMOHAP-NVOMEPBLSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
3345441,YMKYPARCWAGKMC-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
4229012,IXEJPOUJIKUZSD-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
5223846,QJZPQUXOZBRDLB-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
5239533,QRTRMPUCNDWVMA-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids
4218012,VFWVUQBBTREFJN-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
4183788,BVZAGMQDPINJDZ-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
6640084,WMKZYNNQONRPMC-BJAGWHIGSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
112770264,WBERSOJJQYDOLZ-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
131765439,ZHVAYMYWTOVIQC-SEANLSTCSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131765870,VZXNRXJKABIFLM-VULQSKLDSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131761879,KIJAVMZBMCLIEW-OGMVDTFRSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
134739220,ISCSEXCARYZQEL-AKKKRLGFSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131760913,LSMSLBOQWAMLMY-JEHMWTQYSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
131765293,CDFXVMNUBYTXIY-URVMIOKMSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
45479580,NKCMHMXWLADGOV-RVHIBIGXSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
58559575,MUXHJPDNFXKTCP-GZSOIYOPSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
131764379,OACZMCYGLSBUJM-AJZCWOQOSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
9546290,YFDGJODCMWVLKK-YAFHSMMVSA-N,Organic compounds,Lipids and lipid-like molecules,Glycerolipids
59488104,REFPBGHCJVAOIK-JRGWAENISA-N,Organic compounds,Organosulfur compounds,Thioacetals
88543196,HXDICMFRVVQOSD-WSAZBVPLSA-N,Organic compounds,Organosulfur compounds,Thioacetals
101502994,HZFGPUUWLCKNLZ-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioacetals
59112193,IBLRHYDQFPBAIZ-CFPQKXLCSA-N,Organic compounds,Organosulfur compounds,Thioethers
20590931,NFBQODULLFZVCH-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
11478953,GBLGDZONCGFJRF-YGZXYQBDSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
70308679,PWBHKVQSZRMALD-FJNYLYSMSA-N,Organic compounds,Lipids and lipid-like molecules,Prenol lipids
23393413,RGORHHTZBFPFQX-BFVAEYFSSA-N,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls
71683039,IHJZSAVLZCYCPD-JYFOCSDGSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
12803386,PZPCKRSXODCSOZ-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
23007176,XOFZLAJTSUSJRA-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
20267945,JARGRJUJRPEEBX-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
63658479,RCBLJVQFDNRHNY-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
79567571,KMAVYCDQPADVEG-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
25207470,SGYHCYBLXPJHPQ-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
63189144,FITBYKFEPGDFJV-UHFFFAOYSA-N,Organic compounds,Organosulfur compounds,Thioethers
106650529,VJOOEMRFTKSSCS-UHFFFAOYSA-N,Organic compounds,Organohalogen compounds,Alkyl halides
106971940,HAJOJAAPEDTKQC-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds
105155606,GHVJZXWCFBQVIM-UHFFFAOYSA-N,Organic compounds,Organohalogen compounds,Alkyl halides
4028395,PHZGVBIVILFIRP-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Depsides and depsidones
99652588,CENOFRZMXFMADN-JYGBZPGKSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
3114253,OHOHBRNZKSCGIR-UHFFFAOYSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
51461401,RYAHVHBGHKSZTJ-GEBXHLAXSA-N,Organic compounds,Phenylpropanoids and polyketides,Stilbenes
