fragment,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
N1C2NC3NC4NC3NC2NC14,1.6815282,-1.4966873,1.2122574,-0.24057902,-0.6546251,0.35815823,0.32938185,-1.7406435,0.8347282,-1.7554799,2.089362,4.260299,-1.3855445,-0.24501796,-1.5836229,-1.325666,-1.0463865,0.689018,2.2147632,-0.037140824,-0.071291335,0.3101719,-0.719835,1.9990273,4.138094,5.7499228,0.60545677,-0.29291368,-1.7163239,-1.4957165
C1CC2C3CC1CC23,-1.3946354,-1.697845,1.4945562,-1.3685333,1.0665865,-1.1898127,-1.1981668,-1.0709516,3.4090548,-1.7302096,4.7050543,6.8627787,-1.2377499,0.630792,-1.6552933,-1.6831061,-1.6716504,-1.3549355,1.3492255,-1.705921,0.28465715,-0.5106352,-0.29972005,1.5245907,0.43026915,6.5338616,0.76439106,1.4606806,-1.4434353,-1.684933
C1=NN=NS1,0.5209905,-1.621067,0.16619416,-1.2809379,-1.2623328,3.9575765,1.6278137,-1.7235011,0.6636946,-1.7565606,1.6280855,-1.2869519,-1.018331,-1.5943571,-1.6406007,2.6705194,2.1412342,0.5043617,2.3656995,4.050476,-0.14009985,-0.33524898,3.112328,-0.89912635,3.5074828,-0.41778365,-1.7161931,1.7284727,-1.0448724,-1.6256621
C1CN2CCC1CC2,3.1073682,-1.1217346,1.5945274,0.49032483,0.8310696,-0.25257358,-1.5109524,-1.5136061,2.8662186,-1.7490155,-0.5872407,5.103543,-1.4980084,-1.164536,-1.5890101,-1.7088141,-1.3293692,-1.354751,2.6583805,-1.4936067,-0.7519574,0.55374885,1.0195907,1.9074593,-0.85123533,6.73992,-0.21697341,0.32110262,-0.95001847,-1.2404356
C1CC2CCNC(C1)C2,0.34941643,-1.5556351,1.5173584,-0.9703154,1.0252018,-0.32258323,-1.2717851,-1.5011586,2.567745,-1.7063383,3.1977413,6.1473384,-1.3780075,-0.98873156,-1.4356027,-1.7143776,-1.6609362,0.35459206,0.95099485,-1.6957487,-0.59267145,-0.6749811,-0.8241391,2.3399189,-0.91724235,5.1534066,-0.45932737,1.0408822,-1.6366475,-1.570637
C1CC2CCC1CO2,2.3697908,0.19152711,1.231671,-0.44451538,0.7042394,0.15962873,-1.2502553,-1.5276474,2.909589,-1.7100589,0.46564358,5.9599,-1.5149466,-1.2954329,-1.6195406,-1.6926799,-1.3405151,-0.7916528,1.7201489,-1.6162803,-0.71923476,-0.5900429,0.6064794,0.69914526,-1.5729142,5.319347,0.21462263,-0.0021786026,-1.0581491,-1.3481793
C1=COC=NC1,1.2948297,1.4480499,-0.45505002,-1.1942898,-1.1032838,0.99097186,-0.027937565,-1.6754949,-1.3656893,-1.7360524,0.7865301,-0.11146334,-1.6341662,-1.2769725,-1.4737526,-0.7748428,0.89365405,1.2545023,1.2045536,0.6164313,-0.015040007,0.116941385,0.112376794,1.0414755,-0.6279005,-0.12025309,1.0459397,-1.0637004,-0.34324023,-0.9642542
C1=COCC=N1,1.2633635,1.343445,-1.1901714,-1.3031533,-0.03114448,0.7312041,0.20765837,-1.5436792,-1.2875133,-1.7325238,1.4732933,0.00095639523,-1.528514,-1.1247097,-1.3305795,-0.58983827,1.0299555,-0.108795784,2.0410924,0.1884928,0.12421895,-0.060061105,1.5789145,0.5670403,-1.3051606,-0.26577955,1.2394683,-1.2510687,0.6039569,-1.3768246
C1=NSCO1,3.9868226,1.5741334,0.28839517,-1.1743166,-0.74818724,4.4810405,-0.72335243,-1.7479243,0.9056826,-1.7124219,-1.588305,-1.2877274,-1.4519703,-1.6603426,-1.21141,-1.4751334,1.4359864,0.7143734,2.9290836,0.3847013,-0.061617773,0.12619275,3.0842495,1.3754052,-0.38045672,-1.2669021,-1.7495389,0.21525641,-0.09389903,0.26425132
C1CCC2CCCC(C1)N2,2.386039,-1.4515437,1.7679995,-0.6233725,0.501618,0.45606464,-1.5515954,-1.5533507,2.0030272,-1.6838675,1.5621569,4.665964,-1.4444565,-0.9788647,-1.6955105,-1.7270411,-1.5433041,0.47430912,2.2170444,-1.634381,-0.34598148,0.14124697,0.6150577,2.3682737,-1.0753962,5.336,-0.41949973,1.0663728,-0.76219904,-1.453393
C1COCSC1,2.409163,2.0469427,0.781597,-0.669407,-1.1725607,2.313808,-0.31929824,-1.7539375,2.468884,-1.6260597,-1.3883713,0.8599616,-1.5676764,-1.4828726,-1.637351,-1.7267634,-0.64262307,0.37561056,1.1359336,-1.331003,0.09892095,-0.25606018,0.83406526,1.4133155,-1.5834364,1.3008058,-1.7381291,0.20359488,1.1685338,0.2822008
C1=CNCCSC1,3.8420682,-0.32203475,-0.90449226,-0.9058472,-0.8726045,2.1205509,-1.0711745,-1.702496,1.4201579,-1.691044,-1.3433172,-0.71651137,-1.5379971,-0.92219794,-1.5128384,-1.6769239,-1.2435893,0.8492174,2.002148,-1.5109109,0.089165986,0.79207444,2.6138923,3.011734,0.6012018,0.82397693,-1.7130654,0.6181173,-1.3303268,-0.10408428
C1=CC=C1,-1.0363944,-1.1302093,-1.7025242,-1.712038,0.31982172,-0.6467421,-1.4045403,-0.53460205,-0.6041053,-1.6398826,2.8500361,0.0712419,-1.4402583,0.09916866,-1.1631777,-1.1651539,-1.4919398,-0.34284967,1.1215291,-1.6859082,0.6914008,0.18594879,2.53358,1.4968774,-1.4118916,-0.7104693,0.63798255,1.6030853,-0.7503013,-1.3711488
C1=CC2CCNC(C2)O1,1.4942921,-1.0219617,-0.24729706,-1.3775558,1.0543236,0.9256416,-0.7073112,-1.5150731,1.6177137,-1.6774948,3.54214,4.7902365,-1.4494451,-0.69215953,-1.2035317,-1.6765764,-1.6140034,-0.07242035,1.686861,-1.6932967,-0.4848578,-0.625947,0.8880284,2.4489324,-1.4417663,2.660288,-0.6274937,-0.40186048,-1.4734864,-1.4605861
C1=NCCNN1,3.7916462,-1.0892161,-0.94273967,-0.17816368,0.5432602,0.48731932,0.1577798,-1.5367373,-1.2288245,-1.7544689,1.4350576,-0.3821999,-1.4651513,-1.0377494,-1.1867752,-0.14668304,1.0133374,-0.20210819,3.3682675,1.5020108,0.23559411,0.89889365,2.728412,1.9783931,2.424183,1.4669166,1.4542874,-1.172266,-1.6570207,-1.5807567
C1CC2CCC(C2)O1,0.11033643,-1.2985481,0.66881806,-1.4467335,1.2220074,0.637234,-1.1121616,-1.4976507,2.7369606,-1.5783308,4.0007677,6.035906,-1.4098426,-0.9456738,-1.4847988,-1.7198889,-1.651332,-0.6436472,1.7634363,-1.7334552,-0.092782475,-0.92306435,0.5255205,1.720727,-1.638883,4.061143,-0.8886477,0.65175474,-1.0926527,-1.5617577
C1=CN=CN=CC1,0.7382096,-1.4929363,-1.2753603,-1.4405705,0.435847,-0.30790246,1.1972986,0.64807874,-1.2453227,-1.7423682,2.7403512,0.21075058,-1.3138375,-1.0566872,-1.3388604,0.9434708,0.96094626,-0.93766445,1.989719,0.24116643,0.19274005,0.035224248,1.3450972,0.86058795,1.0740118,-0.6986819,1.7771554,0.15701568,-1.407163,-1.6342962
C1CCC2CCC(C1)C2,0.022963613,-1.5624985,1.552899,-1.2416049,1.286844,-0.42505854,-1.4649268,-1.2432561,2.861979,-1.638321,3.4992888,6.307128,-1.3453506,-0.7917471,-1.6181433,-1.7278525,-1.6791229,0.2669658,1.240581,-1.729697,-0.29791924,-0.7085796,-0.2549469,1.9695461,-1.4289589,5.3287525,-0.16873313,1.3642697,-1.3773315,-1.6048667
C1CSNCS1,1.3364584,-1.0211136,0.42423415,-1.2312877,0.2669579,4.643352,0.5423732,-1.7567886,5.166527,-1.7217578,-0.756494,1.9504417,-1.0213863,-1.3740566,-1.5408111,-1.7060968,-1.3132838,-0.092563674,1.908151,-1.6377435,0.029719036,-0.70070183,2.2212753,1.6820061,0.11071573,2.6515088,-1.7578014,2.0198517,-1.1230605,-0.23812681
C1CC2CNCC(C1)NC2,1.8768281,-1.4365178,1.7559537,-0.5121165,0.46313274,0.41123912,-1.3355019,-1.6228693,1.8047153,-1.7360904,2.0233157,5.257161,-1.4579061,-1.0568632,-1.547958,-1.7062439,-1.5840998,0.90852195,1.5631558,-1.5830064,-0.62386143,-0.12032288,-0.8273356,2.6756349,0.08661652,5.1093903,-0.29252586,0.705256,-1.6474113,-1.420409
C1=CC2C=CC1C2,0.6087322,-1.22856,-1.3414869,-1.4844381,0.96471965,-0.43294668,-1.4161432,-1.1191484,2.2010975,-1.7403692,2.3848612,4.761183,-1.3376603,-0.0014393028,-1.3085126,-1.5084476,-1.6299896,-0.8569999,1.4119194,-1.6613914,-0.6831226,0.086161226,1.3404012,1.3380425,-1.2890619,3.5049021,0.17800862,0.75695366,-1.3330743,-1.2576474
C1=CC2CCCC1O2,2.6524081,-0.02988154,0.6613345,-0.7317945,0.9705136,0.22571771,-1.2655722,-0.871193,2.422568,-1.7031648,1.1860999,5.3989882,-1.5396532,-0.6794645,-1.6205338,-1.6724582,-1.504056,0.031190215,1.2959992,-1.6615885,-0.5947218,-0.6092297,1.4522116,1.0246012,-1.5884315,3.8504388,0.8307752,-0.58165383,-1.3033372,-1.5337936
C1=NCOCC1,3.1156824,1.9564371,2.180559,0.04231771,-0.9847207,1.5113533,-0.36475885,-1.6115746,-1.1482823,-1.7465608,-0.78844494,0.61770946,-1.7121575,-1.3514885,-1.6453638,-1.3514166,1.572059,1.5738904,1.6497446,0.92323804,-0.43282053,0.09365543,-0.36689323,0.8117301,-0.71131164,1.608469,1.6464881,-1.351319,-0.38820475,-0.8723015
C1=CC2CCNC(CC1)C2,1.1770134,-1.4482598,0.6644625,-1.189645,1.0157623,0.12629122,-1.2773992,-1.3617158,1.861201,-1.700454,3.138999,5.1715035,-1.4127146,-0.51773846,-1.4557875,-1.6953319,-1.6453286,0.68158084,1.1356536,-1.6901562,-0.65515167,-0.48903716,0.15472493,2.6220236,-1.0107099,3.8941743,-0.0055466862,0.48670045,-1.5891556,-1.5057354
C1=CSCCCS1,2.22129,-0.8288957,-1.2908785,-1.5703524,-0.78708756,3.9417431,-0.4877362,-1.7503763,3.675611,-1.3838245,0.053238876,-0.26455653,-1.2573322,-0.655824,-1.6506873,-1.7055048,-1.5539759,0.19256112,2.1066391,-1.6690166,0.23458272,-0.31987846,4.322276,1.9201403,-1.0017459,0.23734665,-1.7568929,1.7434386,0.5881058,-0.5471903
C1=NCSC1,2.0129051,-1.0974747,1.1778462,-0.904924,-1.5095806,3.553496,-0.8657301,-1.735699,1.609813,-1.7294939,-0.95125055,-1.426186,-1.6709777,-1.2561476,-1.5127847,-1.484616,-0.6942024,2.267938,0.7093485,0.63582236,-0.19916032,0.2924216,2.0372734,1.5382025,2.4816492,0.58461326,-1.7465106,1.3605399,-1.462121,-0.48286444
C1=NCCN=CC1,1.7155175,-1.2711341,1.1687397,-0.67307377,-0.7236496,0.9479699,0.17940447,-0.7062131,-1.0823243,-1.7453592,0.84271675,0.17262319,-1.6376289,-1.2338117,-1.561388,0.047635186,1.4153621,0.8798376,2.1247883,0.9136538,-0.3350655,0.25218087,0.5823309,1.0925627,2.1811588,1.7059059,1.5713286,0.011024335,-1.5122055,-1.4729707
C1C2CC3CC1OC(O2)O3,-1.418191,-1.4630083,1.6730417,-1.3213569,0.8094149,-0.9942011,0.5564414,-1.5135499,2.7825933,-1.5810443,5.461059,6.7561274,-1.2914283,-0.20652805,-1.6401519,-1.7007478,-1.6699555,-0.60340875,-0.46953484,-1.6844739,0.23059377,-1.2754202,-0.6428336,0.6912217,-1.4782798,3.5898478,0.31690663,0.14073578,-1.1444774,-1.7219121
C1C2CC3OC1CC3O2,-1.1524469,-1.4302096,1.6251719,-0.9135534,0.8325605,-1.1893061,-0.33938047,-1.4592686,3.3550875,-1.7157693,3.576811,6.6580596,-1.2122294,0.0858041,-1.6627092,-1.663631,-1.5915382,-1.316204,0.40274101,-1.6054059,-0.02480327,-0.83286035,-0.47219035,0.40305224,-1.1743708,5.30572,0.48493722,0.6191967,-1.0131484,-1.6895106
C1=CC2CC(C1)CN2,1.096879,-1.5704917,0.6253065,-1.1486815,1.155431,0.005297539,-1.259976,-1.4078348,2.1495452,-1.6873783,3.5268273,4.955014,-1.3260981,-0.5524518,-1.4326237,-1.7012036,-1.6619917,0.1728106,0.76070166,-1.6338079,-0.73822945,-0.30802253,0.68109554,2.4577665,-1.1974525,3.3687334,-0.86927664,0.6897898,-1.3743837,-1.5477345
C1CCC2C3CCC2C(C1)C3,-1.5509607,-1.7155735,1.7012914,-1.4939002,1.097624,-1.0982413,-1.1569307,-1.2769015,2.8942018,-1.6107184,6.1446333,6.9757404,-1.1994498,0.65912634,-1.6637571,-1.7206872,-1.7129807,-0.16948941,0.77760035,-1.736715,0.29246512,-0.923971,-0.85783255,2.3800497,-0.011749154,5.7049866,0.59638953,1.5212768,-1.4809775,-1.7122535
C1CC2CNC(C2)O1,0.57515436,-1.2790651,0.65927714,-1.2429725,1.0985503,0.62088126,-0.68424946,-1.6108441,2.4956908,-1.6716897,3.7492278,5.8962164,-1.4214087,-1.1811343,-1.0767527,-1.7028658,-1.6314355,-0.64126533,1.5590762,-1.7030516,-0.3791613,-0.87197274,0.052261136,2.1266851,-1.4798051,3.881392,-1.0489585,0.293328,-1.5508102,-1.5343763
OCl,3.8918657,3.2203696,0.5673292,-0.8103421,-0.24126823,0.5151493,1.4048432,-1.7517902,-1.0795462,-1.7144005,-1.2428792,1.9512324,-1.4176195,-1.6823428,-1.6718584,-1.7010623,0.171859,-0.07889559,2.1319852,-0.48760644,1.9624269,-1.3360553,0.5590641,1.6056544,-1.7179914,-0.43358213,-0.4212755,-1.26994,2.6099348,0.151885
C1CC2CNC(C2)N1,0.849561,-1.5937982,1.3229811,-1.070799,1.0832051,0.15307884,-0.8115615,-1.5541185,2.332972,-1.7381508,4.235495,6.056054,-1.3595508,-0.5963891,-1.3439599,-1.6979448,-1.6375122,-0.59557396,1.7254599,-1.5966086,-0.27831945,-0.4913976,-0.09352785,2.3376918,-0.07390943,4.5483904,-0.47355095,0.22335364,-1.6315013,-1.5703237
C1CC2OCC3CCC(O1)C2C3,-1.1620282,-1.4716785,1.1656841,-1.458064,1.1015929,-0.57300514,-0.8390148,-1.4870414,2.3818076,-1.5704557,4.735343,6.170373,-1.2792743,0.05605014,-1.6419121,-1.7162158,-1.65454,-0.6191427,1.2454019,-1.7349279,0.15219258,-1.0424697,-0.50945973,1.664786,-1.403295,4.788398,0.49304524,0.5036409,-1.0807711,-1.6848831
C1C[SH]=NS1,-0.7538141,-1.3171306,0.48200747,-1.4969482,-0.8500384,2.8816671,-0.6835992,-1.7093147,2.3165631,-1.7000259,0.624947,0.53574663,-0.8491717,-1.5053053,-1.5352045,-1.1230943,-0.7386503,-1.0583793,1.9159172,-0.8232922,-0.0018987061,-0.004786219,1.4635665,-0.01963341,0.2783788,0.73213357,-1.7457458,2.4736586,0.03891857,-1.2386594
C1=CNSNC1,4.0742908,-0.3678556,0.48294795,-0.40435565,1.4163969,2.176013,-1.0133573,-1.6013262,1.8027625,-1.7566476,-1.5891343,0.62002224,-1.2154777,-1.2782738,-1.2671894,-1.5742652,0.30916384,0.29186535,2.5391102,-1.1887358,-0.1074139,1.3125648,2.4994297,2.6533427,1.416637,1.1755327,-1.7187045,0.32648048,-1.5426142,-0.16522253
C=S,-1.4903026,-1.5025442,-1.583152,-1.6752583,1.9768182,-0.18305396,-1.4013118,-1.2657423,-0.61006904,0.9426671,1.6032282,-1.0709846,0.11522019,-1.4432019,0.58777714,-1.346838,-0.60451716,0.9748392,1.0430217,-1.6683388,0.93350416,-0.173118,1.8914235,1.9635133,-1.3228779,-0.93524796,-1.545209,2.7026532,0.3428611,-1.2328835
C1OC2C3OC4C1C1OC2C3OCC41,-0.0062927976,0.17916642,2.4499002,0.09114997,0.96173346,-1.0899069,0.44456148,-1.6143581,2.5449512,-1.7221419,2.4352286,6.3193007,-1.4779413,-0.56333685,-1.6823452,-1.7160273,-1.4433599,-1.287103,0.0074945325,-1.5855663,-0.43874916,-0.8352041,-1.2134162,0.2768702,-1.653248,5.285884,1.3006222,-1.0610476,0.17323557,-1.6734465
C1NCC2COCC1C2,4.2244463,1.7399231,2.2764337,0.7524661,1.0977782,0.7841271,-1.4798918,-1.5519313,2.3120387,-1.7557777,-1.2072339,5.9083652,-1.593821,-0.9496646,-1.692311,-1.6937373,-0.94088465,0.117759526,2.1451745,-1.5003903,-0.93910587,0.16894767,-0.6963516,1.2261143,-1.5253148,6.5226707,1.4000802,-1.206711,-1.3414243,-1.1321009
C1=NSN=C1,1.2490429,-1.3453803,0.98617834,-1.0952588,0.19750959,3.079672,0.021132812,-1.4457213,1.2474896,-1.757344,-0.9168119,0.087831676,-1.1602908,-1.4645137,-1.5332236,0.71552587,1.9539773,0.98402405,2.0139089,1.4801586,-0.34631607,0.47655588,1.9648021,0.080947936,2.719413,0.009944621,-1.6973066,1.4425746,-1.438968,-1.2189138
C1COSN1,3.0997355,1.4060292,0.33663687,-0.78962094,1.0662884,2.1326191,-0.4626657,-1.730194,2.7457361,-1.7489656,-1.5888653,2.2807267,-1.2925367,-1.5084294,-0.6614714,-1.684899,0.49026385,-1.3371528,2.6212397,-1.4585764,0.16844408,-0.11860075,2.198164,1.2203727,-1.2039151,2.0197127,-1.7392057,0.22259673,-0.6464177,0.040649824
C1=CNCSC1,3.2190425,-0.6071969,-1.2293327,-1.143906,-0.99828285,2.1340792,-0.9128576,-1.7215681,1.5212749,-1.6954887,-1.0788978,-1.004051,-1.5097291,-0.9791283,-1.3162779,-1.6497134,-1.3725653,0.7807582,1.4388776,-1.4473443,0.12512593,0.7448401,2.6754913,2.9540937,0.839289,0.060060948,-1.7362933,0.8900241,-1.4477091,-0.22136424
C1NCN2CNCC1C2,5.000329,-0.051545903,2.0975337,1.6345227,1.1245958,0.39313367,-1.4787291,-1.6283416,1.9067326,-1.7571671,-1.4689739,4.6412187,-1.5664198,-1.180503,-1.5323234,-1.6807879,-0.829497,-0.45554715,2.7710528,-1.0915434,-0.89157706,1.064536,0.21173252,2.7713895,0.53248876,6.93695,0.6222014,-0.8871066,-1.6567678,-1.190581
C1=CN=CCN=C1,0.75901014,-1.500418,-1.2735608,-1.4406675,0.42778787,-0.29729888,1.1967231,0.6348005,-1.2452297,-1.7424549,2.740216,0.22455052,-1.3191261,-1.0587656,-1.3347571,0.93717843,0.9614718,-0.93681365,1.9868169,0.24834429,0.19658901,0.031138696,1.3407563,0.86195296,1.102474,-0.68955004,1.7660006,0.1673482,-1.4164885,-1.6330706
C1=CC2C=CC1N2,2.900388,-0.65948695,-1.0209695,-0.9384969,0.99451953,0.31869748,-1.5857598,-1.2031876,1.7361399,-1.7520198,0.3664604,4.145812,-1.4381813,0.011589596,-1.5786973,-1.555115,-1.4702755,-0.25026074,1.8125626,-1.5826567,-0.8398016,0.6343911,1.6451689,1.9651525,-1.2537289,4.0607233,0.7405222,0.06819514,-1.1556116,-1.2680602
C1=NSN=CC1,1.981349,-1.2224154,1.088347,-0.9476814,0.09479876,2.997653,-0.38846484,-1.4215969,1.1831763,-1.7566857,-1.2111657,0.37624788,-1.2745885,-1.4581436,-1.6133729,0.036702197,1.843849,0.95002556,2.4303021,0.7961611,-0.35088474,0.5196241,1.9288398,0.56350493,2.253611,0.7109399,-1.6626731,1.2506272,-1.311766,-1.1290329
C1C2CC3C1OC1NCC2C13,-0.21549407,-1.3553967,2.282704,-0.5431886,1.0859096,-0.95746994,-1.2364804,-1.2590189,3.1080174,-1.7506981,2.6644347,6.998728,-1.4647081,0.24979192,-1.7034496,-1.682335,-1.5773305,-0.6621585,0.6294015,-1.6833309,0.027169552,-0.31013083,-1.1438915,1.2779113,-0.8352373,6.484314,1.5073124,0.5086381,-1.5585983,-1.6863775
C1=CC=COC=C1,0.3807833,1.227845,-1.7084043,-1.6585283,-0.09651576,0.03481297,-0.94402903,-1.5685912,-1.2855794,-1.6489332,1.8156666,0.009105674,-1.2240815,-0.6826094,-1.4313501,-1.2336766,-1.0127801,-0.11411057,1.4766554,-1.5763628,0.4265434,0.1898614,1.5515802,1.9414167,-1.638572,-0.9562363,0.7709908,-0.17951863,1.1442965,-1.0530854
C1CC2CC3CC1CC(C2)C3,-1.6401913,-1.7238926,1.4393754,-1.5433698,0.8895641,-1.1174182,-1.0196732,-1.2983553,2.9908397,-1.6156095,6.4551506,6.6329737,-1.1393932,0.85460883,-1.6470097,-1.7044405,-1.711637,-0.75545895,0.86321044,-1.7350718,0.38208932,-0.8286792,-0.84805024,2.3167179,0.44659534,5.6033754,0.24540599,1.6997578,-1.4200217,-1.71184
C1=NNCCCC1,3.914311,-0.8578284,0.63380456,-0.25146198,-0.69084376,1.3271618,-1.2636467,-1.5228535,-0.93028736,-1.743364,0.2604641,0.009311747,-1.6426524,-0.8670658,-1.6904713,-1.313921,0.72207874,1.2120668,3.0388844,0.21320644,0.17003298,0.82298636,1.7156607,2.1205208,1.5556101,2.6490624,1.4105262,-0.4896021,-1.4063026,-1.3613536
C1=CCNC=NC1,1.6318692,-0.82390463,-0.5298665,-0.9279977,-0.89887094,0.6209088,-0.7103685,-1.5469565,-1.2337986,-1.7390606,0.4074431,-0.3675951,-1.6061654,-1.1574672,-1.1881229,-0.70755243,0.36918303,1.391236,2.1446662,-0.29539084,-0.15817031,0.7666686,0.7282854,2.2949114,2.2546868,1.4424274,0.8905827,-0.09980284,-1.6064243,-1.1152633
C1=CSNCCN1,4.274398,-0.26313043,-1.0260142,-0.53430533,0.9193371,1.878609,-0.58169585,-1.676947,1.6959417,-1.7518746,-1.3507419,0.63209116,-1.2946473,-1.028921,-1.2005789,-1.5262141,-0.3725049,-0.5952064,3.0836456,-1.4821005,-0.009036642,1.0099082,3.369492,2.3818395,0.81756645,1.7640594,-1.6977112,0.04389866,-1.479984,-1.1131184
C1=CC2C=CC1O2,0.9517921,-0.76871616,-1.2271793,-1.3702203,0.9017514,-0.40180346,-0.9151686,-1.1091596,2.117025,-1.6914948,2.5669572,4.951198,-1.3339432,-0.41169006,-1.4104253,-1.5453888,-1.6268741,-0.30160734,0.45164672,-1.6464449,-0.5349399,-0.61461574,1.6780956,0.79298896,-1.5669609,2.1532488,0.32740718,0.044819452,-1.3821609,-1.5669036
C1=CCC=NC=C1,-0.2946159,-1.1540828,-1.5499971,-1.5732603,-0.95028585,0.4205638,-1.1098237,-1.4617026,-1.2120248,-1.6801437,1.7256706,-0.62308407,-1.4878578,-0.7489525,-1.3380994,-0.5677657,-0.60324615,0.92588097,1.7102958,-1.3407353,0.25945264,0.47274637,1.459272,2.0764394,0.8870803,0.6242396,0.55250984,0.9011053,-1.0825775,-1.2627307
C1=C[NH][NH]1,1.6928496,-1.3700525,-1.4600414,-1.5636188,0.18729265,0.48338294,-1.0133392,-1.653581,-1.3161191,-1.7510332,1.877332,0.32380694,-1.1090082,-1.3945242,-1.5869259,0.372961,-0.035656985,-1.0064578,2.924819,0.84462184,0.5270164,0.6693998,1.6182948,0.17629246,0.43765378,0.7027333,0.70932895,1.2198846,-1.2778355,-1.5680995
C1=NCC1,0.5898912,-1.124909,1.7139629,-1.1397936,-0.9883813,1.0894635,-1.1435208,-0.88051337,-0.6359765,-1.7468745,0.9284701,-0.17874046,-1.7131613,-0.93492544,-1.5087035,-0.64305097,0.48138416,1.7352827,1.2612405,0.45828024,-0.09076693,0.12723652,0.71914876,0.5468101,1.6285483,1.5630795,0.9801962,0.6827225,-1.5598248,-1.32276
C1=NSCCS1,2.2839267,-1.2572453,0.9249429,-1.3037707,-0.77110046,5.0051584,0.14135936,-1.7506918,3.4583726,-1.705672,-0.96634173,-0.9429604,-1.1132904,-1.4017671,-1.6517384,-1.6206762,-0.8478178,0.6928201,2.0547993,-0.61482227,-0.017937265,-0.098736696,4.023743,1.2398641,1.3545177,-0.09869604,-1.7575362,1.7593764,0.11866936,-0.73982567
C1CC2CNC(C1)N2,1.8441151,-1.5320851,1.6798263,-0.33954573,0.29890934,0.27190864,-1.3379968,-1.6694245,2.0701866,-1.7311237,2.0460968,5.09318,-1.3939003,-1.130347,-1.5515589,-1.7062144,-1.6047274,0.42016846,1.2227463,-1.400627,-0.7460017,0.055504117,-0.30153325,2.4428594,-0.07383052,4.774613,-1.0204818,1.0112722,-1.5185224,-1.441551
C1=CCCOC=C1,2.0114834,1.6796786,-1.4917212,-1.5120655,0.05592171,0.48962998,-1.0501143,-1.5217359,-1.0266675,-1.6727557,0.7336891,0.53409064,-1.5046571,-0.7229946,-1.5915139,-1.5312767,-0.61288524,0.026656294,1.8899747,-1.5763714,0.26176646,0.21979731,1.3514386,1.8428639,-1.6559087,0.34774795,1.0241913,-0.7488795,1.1506152,-0.9473482
C1CC2CCNC(C2)N1,1.3668848,-1.535794,1.4617741,-0.90148914,1.0823536,0.22506629,-0.98333305,-1.5069731,2.1367085,-1.7355527,3.5880547,5.7363343,-1.3958297,-0.5912484,-1.4494779,-1.7064295,-1.5924281,-0.48433235,2.1419706,-1.625053,-0.23070835,-0.32468334,0.044259075,2.4409826,-0.22217354,4.823362,-0.06489029,0.028978022,-1.588963,-1.5466412
C1=C[SH]=NC=N1,-0.49842632,-1.219598,-1.0906012,-1.4707794,-1.3405757,1.3816242,-0.6169134,-1.6166297,-0.89864385,-1.7330071,1.7585982,-1.2376891,-1.4923164,-1.2527668,-1.1904225,1.0522763,0.3911316,0.42665568,1.9145536,1.1518742,-0.13999286,0.46194792,1.6180518,0.32553846,1.9403133,0.085437484,-1.1313927,0.99216694,-1.2255763,-1.4263593
C1NCN1,2.9583488,0.2873555,0.1712294,0.23329931,1.9627872,-0.9055707,-1.2004395,-0.82749075,0.4609358,-1.7565324,-0.59594053,3.2001333,-1.5843487,-1.1926469,-0.9449213,-1.5068078,0.114434935,-0.6068867,3.1207004,-1.6113029,0.29089946,0.7547947,0.8728209,2.3886447,-0.17251241,4.252004,2.5165117,-0.8923998,-1.716961,-1.5893476
C1=CSC=CC1,1.090504,-0.91996926,-1.6412009,-1.6315004,-0.85102165,1.6740878,-1.2757373,-1.6957599,1.416038,-1.509568,0.7828535,-0.96932614,-1.3396366,-0.49322975,-1.4173123,-1.6179818,-1.5591112,0.32244602,1.2131648,-1.6431363,0.48468882,0.43453372,3.271212,2.4269876,-0.84252113,-0.96050394,-1.7235519,1.5929154,-0.26819664,-0.6181276
C1CSCNCN1,3.9949012,-0.7129357,-0.63459873,0.42311695,-0.007455138,1.3724227,0.049671374,-1.7424089,2.3020759,-1.7156565,-1.4642702,0.3900041,-1.3003037,-1.510656,-0.38300335,-1.6946548,-0.9057428,-1.2502999,2.7778509,-1.37182,0.10970485,0.8336272,2.553242,3.1583865,1.2001541,2.542148,-1.7414671,0.4660957,-1.5505335,-0.9638999
C1OC2OCC1CO2,3.0996795,3.024539,2.165585,0.4847969,0.6248496,0.13325223,0.07159158,-1.662733,2.3905168,-1.7327117,-0.2273544,5.924629,-1.6072438,-1.4747528,-1.6694541,-1.6967674,-0.8823947,-0.5294109,0.3652545,-1.284998,-0.878699,-0.9463344,-0.68175817,-0.6584157,-1.7368842,3.6469166,0.94205076,-1.4501729,0.06485648,-1.4206914
C1=NNNC1,3.8795443,-1.2263426,-1.2612255,-0.54394287,-0.7512663,1.1390781,-0.24023709,-1.7229849,-1.3076217,-1.754719,2.380794,-1.206395,-1.4246333,-0.86380845,-1.6119095,0.4715546,0.69271815,0.8728131,2.403556,3.09126,0.59483427,1.1730515,2.382383,2.199562,3.1797276,0.33775043,0.9513973,-0.78536296,-1.6824096,-1.5558656
