fragment,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
C1=CCNCCC1,4.042056,0.35410708,-1.2158797,-1.1586028,1.0144862,0.13343304,-1.1837718,-0.32298395,0.03202178,-1.7328091,-0.7318826,1.2020795,-1.3972874,-0.4689826,-1.5922236,-1.5870184,-1.2092166,0.014219837,3.5098815,-1.6923013,-0.3892426,0.502776,1.7795845,3.2963357,-1.2926251,2.6110442,1.1815909,-0.35750166,-1.4019526,-0.9749499
C1CNCCSC1,2.7912862,-0.5623301,1.1256497,-0.118482865,-0.70786965,2.0495443,-1.2746608,-1.7232057,2.6569278,-1.6854085,-1.433638,0.7320116,-1.5580263,-1.4209732,-1.5618281,-1.7276611,-1.1384777,0.26373926,2.354013,-1.6185209,0.4010682,0.66323876,1.3665113,2.8695178,0.33655742,3.0942252,-1.731165,1.2612066,-1.3120173,-0.46490005
C1=CCCNCC1,3.61993,-0.663785,0.8405743,-0.37599337,0.741829,0.36202732,-1.6204443,-1.1207863,0.80442643,-1.7017443,-1.3129847,1.4270847,-1.6335344,-0.8072412,-1.6894492,-1.7303549,-0.9089731,0.41403726,3.2338262,-1.6550138,0.31529963,0.5459668,2.0875783,2.5800176,-1.3790357,4.0700703,0.4128251,0.66984946,-0.1888251,-0.93919206
C1=NC=NN=C1,-0.7225376,-1.3845642,0.22935158,-1.0225834,-1.5156678,2.3006775,1.0212287,-1.6583081,-1.2931099,-1.754947,2.9134738,-1.2334754,-1.644664,-1.2363734,-1.5691904,3.0571806,2.3419986,1.8598095,0.81306404,4.305755,0.105413914,0.009250552,0.21868311,-0.74986374,4.1447606,-0.24028781,0.6805315,-0.12018037,-1.6648391,-1.5926486
C1CC2CC1CO2,2.0246313,0.28927946,1.2274666,-0.77770543,0.84603345,0.10544858,-1.0795687,-1.5051767,3.1041803,-1.7189708,1.1648055,6.542054,-1.4790579,-1.3312014,-1.6169393,-1.6804976,-1.437879,-0.66303194,1.368459,-1.5567173,-0.82314175,-0.8020249,0.39100906,0.55055505,-1.6121972,4.726129,0.28885397,0.029052278,-1.2784625,-1.2956179
C1=CCOC1,4.719049,1.6868432,0.56272495,-0.61547583,-0.16321997,1.1111668,-0.99998736,-1.4739962,-0.23102775,-1.7272358,-1.2949959,2.2741773,-1.693849,-1.2678626,-1.5767264,-1.6399285,-0.12954228,1.1468703,0.8401991,-1.1618421,-0.43221515,0.35866162,1.1407236,0.9281914,-1.5101334,0.80837476,0.97011304,-1.1361884,-0.17626151,-0.3013988
C1CNCSC1,3.1030555,-0.29663554,0.10243609,-0.58021164,-1.074023,2.292467,-0.94963807,-1.7527882,3.0115736,-1.6849338,-1.4393345,0.32032686,-1.456104,-1.371784,-1.6253173,-1.729436,-1.4026515,0.6656921,1.6270233,-1.5250092,0.13155425,0.3264235,1.5730134,2.4966078,0.17259383,2.4047418,-1.748771,1.5471711,-1.3260022,-0.049063094
C1=CCCCCC1,3.0387304,-0.9514572,-0.36766386,-1.2491337,1.6161425,0.846758,-1.6935174,0.76029533,0.1623709,-1.6593901,-0.45924133,0.48215896,-1.626403,0.07255978,-1.6796564,-1.7027379,-0.57187885,0.069524266,3.3685083,-1.7218056,0.45977214,0.3427207,2.3597903,3.1194994,-1.4528332,4.327881,1.5470476,0.6301742,0.06561685,-1.1058465
C1NN=NN1,3.3481774,-1.4698725,-0.5461639,0.1526409,0.81473076,1.3746684,0.7076994,-1.6010065,-1.3196177,-1.7575645,2.628065,0.36807102,-0.9476827,-1.1542144,-1.7023965,1.7530764,2.6364236,-0.4310969,3.4027584,3.3507721,0.6443553,0.4880688,1.6892052,1.3500428,2.698773,2.0345914,2.3748477,-0.7682529,-1.6322544,-1.7307429
C1CNNC1,2.3235707,-1.2960163,-0.041539736,0.17073262,0.9590127,-0.3917185,-1.3890611,-1.4654032,1.0864003,-1.748272,1.7732872,1.6460588,-1.4891661,-0.45822278,-1.4665159,-1.60127,-1.1268281,-0.65093434,2.1282704,-1.2756468,1.0364376,1.4990234,0.8539462,2.681265,1.1366577,2.4373884,0.5351823,-0.3559563,-1.6810203,-1.4994447
C1COC1,0.4973331,2.292516,-0.3751784,-1.352349,-0.23642123,-0.60320765,-1.0277125,-1.6519333,0.47299957,-1.7146292,-0.02097484,2.3291378,-1.624336,-1.4973874,-1.5903445,-1.6301572,-0.5192118,-1.152721,0.90858483,-1.4764932,0.20706841,-0.67046046,-0.69997567,0.48422673,-1.7387068,2.2628825,0.96704656,0.24799065,1.1168948,-0.96090055
C1=CC2CCC1C2,2.092536,-0.9500912,0.24763946,-1.1430582,1.0962557,0.17041308,-1.4813296,-0.8726985,2.3867383,-1.7437539,1.3523036,5.2509346,-1.5111095,-0.22178194,-1.5650024,-1.6490867,-1.5323946,-0.74418586,2.129299,-1.6742167,-0.762634,0.124396384,1.0538886,1.4224789,-1.3509045,4.8419538,0.64247227,0.3078007,-1.1756989,-1.2386693
C1NCNCN1,4.08239,0.07752767,0.80709964,0.8105913,2.2782984,-0.61568755,-0.6283988,-1.2956313,-0.49689156,-1.755651,-0.6876576,3.055526,-1.5641165,-1.3381444,-0.26566982,-1.6027538,0.3028359,0.49535108,3.6388116,-1.5550461,-0.030312754,0.89409554,0.7402932,3.7905056,0.80618644,4.64761,2.5396783,-1.3209409,-1.7331835,-1.5026273
C1CCSC1,0.5410595,-1.0147039,1.2977114,-1.0472002,-1.1915025,1.8540801,-1.4642613,-1.7088432,3.0998309,-1.5351862,-1.0766269,0.40822673,-1.6601667,-1.4078879,-1.5411271,-1.7308718,-1.3883961,0.3825578,1.0192876,-1.6625372,0.57855153,0.34011617,1.0262743,1.9530089,-0.78874695,2.3452883,-1.7379929,2.605529,-0.511882,-0.32265532
C1CC2CC1CN2,2.813348,-1.1806378,1.5813102,0.4618298,0.82182986,-0.21250932,-1.5053378,-1.5441042,3.1225703,-1.7512786,-0.51283085,5.249736,-1.4809196,-1.2090623,-1.5391713,-1.7013768,-1.4166102,-1.3291299,2.3479466,-1.4107796,-0.9008545,0.5538524,0.96540874,1.7926444,-0.8608146,6.538563,-0.7707249,0.5599733,-1.0178831,-1.1415064
C1CCNNC1,4.329907,-0.011837074,-0.1659108,0.16334227,0.07100866,0.01199238,-1.0428553,-1.6741066,0.1611764,-1.7472829,-0.3844809,1.8025565,-1.5207464,-1.2789781,-1.6596389,-1.5969924,-0.043362156,-0.8693717,3.489389,-1.0382403,0.50879973,1.1385156,0.9885164,2.8928447,0.57080543,3.5851405,1.324568,-0.22039504,-1.5933561,-1.3304578
C1=NN=CCC1,1.4783051,-1.3752673,-0.15447906,-1.240421,-1.0595647,1.482831,-0.026740538,-1.4696566,-1.0579565,-1.7420758,2.3192105,-0.9079711,-1.5905077,-0.91845316,-1.6803961,0.56575286,1.3054742,0.6395759,1.8528637,1.6800693,0.26310804,0.15575957,1.6708007,0.31985041,1.8599852,0.6955537,0.9968646,0.13973768,-1.1564116,-1.6137497
C1CCCOCC1,2.802841,2.3682008,1.4642988,-0.9335776,-0.05966856,0.6085601,-1.0893239,-1.5532434,0.22512855,-1.6984137,-0.83742946,2.617696,-1.6335695,-1.2032031,-1.7372344,-1.7045345,0.2682897,-0.28974953,2.7537627,-1.6108468,0.21157482,0.072253615,-0.034590844,1.4676007,-1.6775541,3.502671,1.7771071,-0.7563759,1.5706718,-1.0868958
C1=COCN1,2.6985955,2.3209138,-1.3410136,-0.99179995,1.9991363,-1.0363315,0.9342046,-1.311823,-1.0666683,-1.745792,1.4864695,1.2548244,-1.3707465,-0.4995155,-0.48188844,-1.3416154,0.36849877,-1.2802361,2.9099073,-1.1379076,0.16165394,0.045486026,2.1808677,0.5552856,-1.6537852,-0.4105713,2.0785143,-1.6064911,0.20871246,-1.4265794
C1=CSNC1,2.9752574,-1.0719416,0.38150346,-1.0573568,0.39559603,3.175999,-1.000346,-1.6477269,2.2572465,-1.755189,-1.4452615,0.6996236,-1.488626,-0.81482786,-1.302923,-1.4416679,-0.48459476,1.2586263,1.06937,-1.3295655,-0.4353772,0.6047414,1.8392943,2.048209,1.7037953,1.3547539,-1.7393795,1.4971623,-1.6295264,-0.21302457
C1=CCC1,0.44217876,0.27977112,-1.3565097,-1.6083086,1.0100614,-0.8920206,-1.3381311,1.6981734,0.1715439,-1.6764592,1.6416479,1.5530932,-1.623246,0.1278585,-1.301185,-1.4829073,-1.3423468,-0.58584887,1.1626362,-1.7232002,0.60497415,0.10916544,2.0536504,1.3169388,-1.5820752,0.412514,1.9875977,0.52343386,-1.295094,-1.5133619
C1=COCOC1,2.9380987,4.4817944,-0.1095727,-0.8049859,-0.046840686,0.51897836,0.08862093,-1.699648,-1.2496932,-1.7393374,-0.16828956,0.61789554,-1.6302559,-1.0761917,-1.5842782,-1.565727,0.9094219,0.1744543,1.5107888,-0.5325651,0.18965438,-0.21369544,0.08456001,0.8098851,-1.7211729,-0.5111027,1.5743954,-1.6164535,2.0954156,-0.92595136
C1CC2CNCC1O2,2.460189,-0.2556053,1.6398419,0.6231463,0.7345754,-0.49559507,-1.0224907,-1.5053861,3.1614273,-1.7247796,0.33763146,6.428263,-1.528111,-1.3305033,-1.4775121,-1.6841942,-1.4632272,-0.7314099,0.81348306,-1.5892617,-0.6877227,-0.6244001,0.19620964,0.8934341,-1.3868941,5.551365,0.2635366,-0.25784886,-1.61925,-1.5890496
C1CSNCN1,3.1278255,-0.5389169,0.7348776,0.47514006,1.0864775,2.0340357,-0.19796444,-1.7308937,3.0440288,-1.7539955,-1.5075581,1.6725986,-1.2577431,-1.4524717,-0.8101317,-1.6726605,0.0037690916,-1.2937658,2.8336833,-1.4531943,0.07986912,0.9763577,2.0265477,2.2826045,1.0571059,3.396965,-1.7449384,0.47757387,-1.497314,-0.94233507
C1=NCCC1,2.087225,-1.2406341,1.7486101,-0.91125345,-0.9907801,1.3179759,-1.2412447,-1.0060719,-0.65072215,-1.7407665,0.39946717,0.14552528,-1.707659,-0.85362667,-1.6083645,-1.2008452,0.47760797,1.5372143,2.1077068,-0.0024557745,-0.22470677,0.5852793,1.1785858,1.3862073,2.124993,2.3440757,1.0322391,0.49484652,-1.5486037,-1.2644858
C1=NCNN=C1,2.2481318,-1.1188487,-0.34115845,-0.7268914,-0.911862,0.9849757,1.00394,-1.6060582,-1.43984,-1.755241,1.8316182,-1.0648347,-1.518127,-1.263116,-1.5686141,1.3212684,1.7281255,0.8546073,2.2654777,2.8055263,0.12176962,0.5820736,0.992948,0.95701706,3.089402,0.3897604,1.4561687,-0.73017013,-1.6466448,-1.5797534
NO,-0.9513142,1.3648409,-1.7559825,-1.7144799,-1.1729637,-0.14847296,4.4427056,-1.7568716,-1.3080311,-1.7443013,5.6379185,1.9467432,2.1305857,-1.4776077,-1.1247926,1.6432872,-1.1910994,-1.6873306,4.878974,0.42950687,0.5977097,-1.5864049,3.5625303,0.62508565,-1.607663,-1.7244846,-1.2610959,-0.35470185,0.28625154,-1.6615685
C1CC2CNC(C1)C2,-0.65935683,-1.5909302,1.4724301,-1.0750034,1.1140066,-0.6309405,-1.2450486,-1.4945555,2.7960105,-1.7070485,3.6743352,6.40675,-1.3540621,-1.0310041,-1.2884079,-1.7065206,-1.6850553,0.41491622,0.4504533,-1.6981866,-0.69674236,-0.83316517,-1.1115506,2.0961497,-1.069663,4.95056,-0.69563216,1.3660947,-1.662839,-1.5877551
C1=NCC=NN1,2.1063845,-1.57634,-0.8983092,-0.6085759,-0.67343444,1.6421307,-0.7436127,-1.6211181,-1.4489526,-1.7483101,1.9433745,-1.2811261,-1.5837376,-1.2098348,-0.85175675,1.0226939,1.8237342,1.6897144,3.0238626,2.8536487,0.040911186,0.89292985,2.349922,1.3025726,4.288786,1.087621,0.9638079,-0.6202804,-1.673789,-1.3024288
C1=NCNCN1,4.368188,-0.548723,-0.45940775,1.0042071,0.39268562,0.39662358,0.14793761,-1.5028399,-1.5225621,-1.7509644,-0.7943322,-0.4313326,-1.6317456,-1.4590613,1.5757692,-0.16651292,1.9580861,1.0766227,3.482336,0.85975677,-0.65001076,1.3059262,1.4352698,2.517429,3.4028625,2.1626537,1.8421297,-1.508373,-1.7350752,-1.0271288
C1NCC2CNCC1C2,3.7226977,0.15105094,1.5593976,0.7635761,1.3611106,0.083315544,-1.6361228,-1.2811329,2.3022974,-1.7567089,-1.2679234,5.465146,-1.5941974,-1.0210401,-1.5579684,-1.6615962,-1.2077916,-0.046600718,2.7089505,-1.6017517,-0.760316,0.4866332,-0.21673459,2.2209303,-0.7166129,7.4249353,1.570786,-0.25877732,-1.6992927,-1.1893545
C1=CN=NNC1,2.7186902,-1.5060686,-0.49530125,-0.67972124,-0.69326854,1.2291695,0.76501787,-1.6626655,-1.4225926,-1.7503083,2.1057892,-0.62132007,-1.5045252,-1.3783289,-1.4634823,0.6143911,1.8016757,0.55558443,2.4193034,2.8545077,0.38814887,0.09893082,1.374448,1.7234578,3.3023808,0.5887393,1.1702371,-0.6945838,-1.6445673,-1.4748448
C1=NCCSN1,3.3863647,-0.72528446,1.2162893,0.23157291,0.3372434,3.2345977,-0.47154137,-1.6929086,1.912213,-1.7564006,-1.4847789,0.11245242,-1.4963188,-1.2303965,-1.4418839,-1.2060994,1.1135025,0.6768856,2.54045,0.24066716,-0.47346848,0.9740433,2.857593,0.92489696,2.2489855,2.1954324,-1.7284403,0.20879161,-1.4328938,-1.0853435
C1=NC=NCN1,1.0208353,-1.1071646,0.37216347,0.14749193,-1.0852324,0.62004375,0.439836,-1.5047873,-1.3128434,-1.7507327,0.7156639,-1.1549945,-1.6311738,-1.3264309,0.38855675,1.1719003,1.5551759,1.1700988,2.1827462,2.7295077,-0.3584743,0.61489546,1.3366574,1.0170504,4.3899956,1.3871646,0.93801075,-0.8548113,-1.7026367,-1.2875102
C1=COCCCO1,5.0625305,4.673679,-1.3788894,-1.3446668,-0.11196078,2.2109997,-0.68443173,-1.6976573,-1.2900531,-1.5191424,-1.3226573,0.87924385,-1.6411177,-1.4837416,-1.4990313,-1.589113,1.3786167,0.17385809,3.4465644,-1.6237673,-0.072391324,-0.43308166,1.3377138,1.7729833,-1.7409558,0.04832108,0.8270839,-1.4628831,1.5472462,-0.11748766
C1=CSCCC1,2.9241936,-0.663114,-0.71558565,-1.3775829,-0.52103466,2.0320158,-1.3782089,-1.6027327,1.9400641,-1.6136167,-0.89385796,-0.58375186,-1.5619218,-0.42177314,-1.6397879,-1.713041,-1.4416316,0.54441905,1.7912934,-1.6342081,0.43998,0.6318449,3.1859963,2.6471095,-0.85067123,0.5661848,-1.7140493,1.2604116,0.019239519,-0.15937142
C1=CNCCNC1,4.337523,-0.29245156,-0.30849296,-0.5985542,0.27959928,0.33236998,-0.68100923,-1.363599,-1.2439163,-1.7454865,-0.21448472,0.40540946,-1.6185032,-0.74340165,-1.202667,-1.5482838,-0.28471997,0.5144299,3.006582,-1.1453881,0.03347103,1.02129,1.213644,3.621797,1.4435701,1.5674753,1.3058238,-1.1075145,-1.613474,-0.53510386
C1CC2CCC(C1)N2,1.6603234,-1.5273836,1.7500627,-0.86544496,0.34229547,0.39858186,-1.4923476,-1.6000444,2.2601688,-1.685073,2.3066285,5.184883,-1.4119806,-1.033258,-1.6691958,-1.7196882,-1.6214345,0.491261,1.5246288,-1.5923504,-0.49718142,-0.04229811,0.25354493,2.2153387,-1.0132115,4.845362,-0.8424722,1.3980899,-1.0561955,-1.4814162
C1=COCCCN1,4.3077474,2.1027565,-0.9104662,-0.6304548,1.0448693,0.2279547,-0.093520105,-1.2941566,-0.9628671,-1.7314973,-0.062161952,1.1712838,-1.5120798,-0.9298971,-1.4988707,-1.562357,0.5326659,-1.0699906,3.2523143,-1.3404237,0.17254318,0.41873857,1.9778563,1.4999119,-1.6185143,0.82691616,1.759609,-1.4692243,0.5427374,-1.2804943
C1NCNN1,4.9573545,0.94944924,-0.8134993,1.0474688,1.3205765,-0.090673774,-1.2141721,-1.6054963,0.18797575,-1.7577581,-1.1049455,2.5314984,-1.5360488,-1.0909814,-1.4346327,-0.9635066,0.8198206,-0.5640971,3.1522713,-1.047051,0.4438951,1.3784176,1.1450818,2.2750924,1.2320259,4.4878917,2.625333,-1.3336034,-1.7329353,-1.6531851
C1=NCCCNC1,3.5973837,-0.18941875,1.8904561,0.38273185,-0.6440867,1.0130328,-0.9030935,-1.3406776,-0.9339381,-1.746678,-1.1106253,0.4814525,-1.6941801,-1.2786617,-1.5135494,-1.3428266,0.9812117,1.5518696,2.6483388,0.085928306,-0.48544714,0.757302,0.507374,2.2484324,2.0865629,2.9583066,1.4680322,-0.7754822,-1.6253871,-0.9878079
C1=NCNN1,3.131083,-1.3272194,-1.2651345,-0.42829743,1.07864,0.06921158,-0.24033831,-1.502223,-1.070665,-1.756088,1.9539485,-0.34003207,-1.277289,-1.0177113,-0.37176454,0.36916736,0.6419305,0.20764631,2.7456796,1.3125541,0.1578208,1.4327695,2.7234254,2.0230708,2.615415,0.93062186,0.9522067,-0.8428724,-1.7146523,-1.619545
C1=CN=NCC1,1.1292102,-1.3877144,1.0050752,-0.9777485,-0.7462011,0.8870155,0.5977759,-0.64677906,-1.1853578,-1.748592,1.5142446,-0.26320934,-1.621068,-1.2539927,-1.4869701,0.65244496,1.3499335,0.8719862,1.9305944,1.4638807,-0.1954875,0.19314021,0.7711073,0.99546355,2.6440659,0.9219998,1.3884829,0.2665587,-1.5850813,-1.5313903
C1=NCCNCC1,3.5896666,-0.26753983,1.8806295,0.36096114,-0.79701644,1.1858851,-0.88458914,-1.4045485,-0.8881736,-1.7485209,-1.0158057,0.3768622,-1.6900306,-1.2802461,-1.5520092,-1.3244997,0.9090523,1.5719758,2.5857658,0.27313396,-0.47922465,0.84142333,0.44782922,2.310539,2.19833,2.7896624,1.255467,-0.7541999,-1.6108238,-0.98048097
C1=CNSCC1,3.8985076,-0.84023124,0.027132897,-0.94537956,0.75880104,1.8504649,-1.1991689,-1.5716175,1.832485,-1.737483,-1.4410439,-0.52480775,-1.2964616,-1.0646704,-1.4934834,-1.700622,-0.9470338,-0.082503855,2.4128067,-1.4257537,0.25462276,1.2441207,3.5963483,2.6382957,0.4046774,0.05755686,-1.7290837,0.62499446,-0.74640286,-0.069473214
C1=NCNC1,1.9149009,-1.0527558,2.2194061,0.4048713,-1.0229926,0.6298801,-0.4044991,-1.4580228,-1.1547639,-1.7538035,-0.54338896,0.03536267,-1.7071933,-1.4086759,-1.2266562,-0.71401304,1.0415828,2.1585734,1.6503129,1.5480037,-0.45778924,0.7223966,-0.29432186,1.6544789,3.1662846,2.1866276,1.3538454,0.035353795,-1.7053213,-1.0550241
C1=NCCCO1,4.254645,2.0897903,0.362094,-1.070459,-1.0375928,3.0407724,-0.6251179,-1.606283,-1.154214,-1.661413,-1.1545094,0.28417775,-1.6902436,-1.5331613,-1.5466211,-1.2831948,1.5810498,1.308678,3.427592,-0.9162139,-0.62003005,0.041467108,1.2472771,1.5189322,-1.1629204,0.7710946,0.3269987,-0.9804376,-0.7722335,-0.23596916
C1=CC2CCC1O2,1.8090856,-0.31959543,0.6967987,-0.8071301,1.0936033,0.03639608,-1.0096593,-0.78117454,2.9166622,-1.7077279,1.9356859,6.047103,-1.5144712,-0.6210844,-1.5750831,-1.6430422,-1.5736871,-0.24080244,0.56354713,-1.6335207,-0.6167301,-0.84124845,1.2979114,0.52490973,-1.607015,3.6333332,0.5969334,-0.52650166,-1.4299382,-1.6037852
C1=CNSC1,3.4499226,-1.1882479,-0.19829004,-1.0886165,0.79812604,1.9447725,-1.0893131,-1.6118039,1.75524,-1.7443479,-1.384321,-0.84994715,-1.1588615,-1.1941088,-1.338033,-1.6741413,-0.97101456,0.14848779,1.955836,-1.2698077,0.25400412,1.203607,3.5479162,2.460947,0.99354744,-0.7805568,-1.7409381,1.0331111,-1.1669947,-0.25143483
C1CC2CCC(CN1)N2,2.388137,-1.506063,1.1623065,-0.36805284,0.94219404,0.10677957,-1.3636367,-1.575911,1.9512783,-1.7252287,2.016339,4.8575892,-1.2986053,-0.92659014,-1.5223153,-1.7141535,-1.5363008,-0.42809865,2.112257,-1.5418065,-0.6603276,0.08899914,0.80767226,2.3681302,-0.8155595,4.970051,-0.74338824,0.56410515,-1.2134373,-1.5213778
C1=CCNNC1,4.445509,0.26159605,-1.4442571,-0.7851544,0.22366314,0.20609371,-0.915848,-1.612067,-1.0610754,-1.7493716,0.4600726,0.30584532,-1.451841,-0.6886614,-1.5648226,-1.2678097,-0.23301123,0.0898846,3.0092633,-0.8818656,0.3378074,1.2524856,1.9586456,2.7633219,0.76822937,1.1684924,1.5501249,-1.0046903,-1.6191747,-1.3580617
C1=NCCOC1,3.249908,2.0664682,2.1283805,-0.051643252,-0.8888329,1.5267974,-0.307818,-1.5955501,-1.1683122,-1.7458469,-0.94833636,0.5419174,-1.7127681,-1.3575106,-1.6367275,-1.3694581,1.6420292,1.5490973,1.715617,0.7829041,-0.440841,0.10450929,-0.11108075,0.8352881,-0.8140086,1.4529396,1.6141702,-1.34423,-0.38173717,-0.83190644
C1CNSNC1,3.058418,-0.67592794,1.9234465,0.36814335,1.3145536,2.4310987,-1.0088774,-1.6932139,2.8411136,-1.7559028,-1.6512324,1.8800936,-1.3024467,-1.5754731,-1.2608973,-1.6935025,0.4155963,-0.20908254,2.6570745,-1.4368367,-0.05409442,0.9625077,1.1105177,2.9684112,1.6465256,3.2769477,-1.7367055,0.88140416,-1.6223553,-0.061180376
C1=CN=NC=N1,-0.6764141,-1.4027512,-0.27123192,-0.9033903,-1.0909084,0.907276,1.7935891,-1.2624404,-1.409936,-1.7499446,2.4949496,-0.9789202,-1.4734477,-1.4260004,-0.53998345,2.6858299,2.2508373,0.39445645,1.6747578,3.4221811,-0.46482283,0.022067687,0.9246429,0.08745434,3.5428305,-0.24045233,0.930616,-0.36809078,-1.5677917,-1.6122897
C1=CNNCC1,4.195446,-0.626988,-1.5035828,-1.0022151,0.5713547,0.15151128,-0.8599748,-1.576965,-0.91049236,-1.743519,0.9262953,0.27510363,-1.3717668,-0.66767186,-1.4432279,-1.3895816,-0.68777263,-0.013127783,2.882442,-1.1010793,0.3717576,1.1552593,2.387424,3.0920355,0.7872085,0.83789694,0.92905575,-0.7496348,-1.6067265,-1.359203
C1CC2CCCC(C1)C2,0.10228785,-1.5338215,1.5070834,-1.2417029,1.2764817,-0.39047724,-1.4401021,-1.2332824,2.877305,-1.6283202,3.507554,6.3959303,-1.3345621,-0.7730995,-1.6230968,-1.7280488,-1.6780877,0.29071724,1.2645187,-1.7314352,-0.32867998,-0.7116039,-0.22378618,2.0131776,-1.449673,5.22927,-0.1460219,1.2904564,-1.3872044,-1.6019323
C1CSCNN1,3.5124016,-1.1193222,-1.605565,-0.70179063,0.008211201,1.4042853,0.5018102,-1.7536622,2.4428642,-1.6968586,0.31387258,-0.42615843,-0.27941996,-1.3939543,-1.2314243,-1.6607928,-1.3117689,-1.4813997,2.9420023,-1.2234268,0.7456145,0.73706263,3.9970093,3.1903434,0.68062043,1.0166848,-1.7491522,0.6490577,-1.376138,-1.4345757
C1=CNCCN=C1,2.3405614,-1.0305091,-1.1361532,-1.1800718,0.4950975,-0.17256272,0.05790958,-0.3711646,-1.2241931,-1.7431761,0.9993726,0.2893184,-1.5012774,-1.0988138,-1.17656,-0.7513804,0.33151188,-0.060761843,2.4159899,-0.9488605,0.04685516,0.607737,1.3441272,2.228851,0.8313247,0.48212525,1.5748788,-0.3183371,-1.5344552,-1.3699327
C1=NC=NC1,-0.6722327,-1.5503563,2.443694,-0.6756689,-1.6489007,2.0999608,-0.92150885,-1.6747148,-1.1665277,-1.7419277,0.8399356,-0.53296757,-1.7327871,-1.4539609,-1.2999661,0.18159994,0.70426184,3.9960692,0.2097491,2.57402,-0.31663015,0.121087536,-0.9895872,0.97844964,4.206222,1.3865513,-0.081292786,1.4333726,-1.6626705,-0.20597728
C1=CCSNC1,3.3602498,-0.12165708,0.14395094,-0.90762466,0.35779455,2.6776404,-1.1701006,-1.6799847,2.202323,-1.7495283,-1.4578121,0.66125625,-1.4728824,-0.5914611,-1.5923736,-1.6277322,-0.7590675,0.7082126,1.8964878,-1.5317651,-0.038669407,0.83157915,2.160964,2.0892994,0.5176203,1.7100089,-1.7218021,0.8093037,-1.2901759,-0.16416372
C1CSN=N1,-0.115439005,-1.5031024,0.97072333,-1.0122854,-0.6932246,3.2061384,1.1220404,-1.6966951,2.6717505,-1.7555717,0.47255692,1.2050368,-1.2069486,-1.5679752,-1.5352293,0.44007176,1.41513,-1.0321051,1.9269025,1.2288859,-0.048803944,-0.517181,1.5210593,-0.77389944,2.15355,1.8573476,-1.7379991,2.0768342,-1.3303757,-1.5623237
C1=CN=COC1,2.096337,0.9118175,-0.7044421,-1.100198,0.3263817,0.33773428,1.0137911,-1.2744544,-1.2993888,-1.7450665,1.5314045,0.6009857,-1.5015594,-1.1067463,-1.5312378,-0.82087874,1.1757493,-0.2530244,1.737755,0.49853685,0.19987954,-0.060197752,0.66030806,0.8211988,-1.2092061,-0.91559005,1.8356898,-1.3378519,0.1001619,-1.3123887
C1C2CN3CC1CN(C2)C3,-1.41581,-1.7432978,1.6737992,-1.2979739,1.4160162,-1.340674,0.11820431,-1.3482565,2.9756842,-1.740772,6.0328274,6.9687686,-0.7837693,0.29729262,-1.54336,-1.6839354,-1.6814872,-1.2139297,1.1085306,-1.6254128,0.23013823,-0.72251594,-0.6538139,2.3877914,1.5870694,5.444772,-0.05987751,1.3529178,-1.6540916,-1.7075404
C1COC2CCC(C2)N1,1.6210148,-0.7511401,1.8446776,-0.9315531,1.0442319,0.5112286,-0.5957494,-1.6058407,2.0900352,-1.7289817,3.4555387,6.1290655,-1.419159,-0.64510524,-1.6265894,-1.7178657,-1.5229603,-0.5710558,1.6937808,-1.564482,-0.49391633,-0.5885473,-0.34612125,1.5478941,-1.5050281,4.228075,0.19198596,-0.90860623,-0.7230526,-1.4854487
C1=NNCSC1,3.3492906,-0.9065237,-0.76386684,-0.74251854,-1.5654038,3.443694,-0.68122995,-1.7535567,0.9439643,-1.7224225,-0.2897948,-1.6158507,-1.5998385,-1.3115809,-1.5640974,-1.409143,-0.5304884,1.8121111,1.6040471,1.33814,0.052753024,0.63667554,2.7895064,2.364925,2.7894063,0.11825884,-1.7409916,0.5898587,-1.5457995,-0.71857613
C1=NCCCC1,2.4967847,-0.90197664,1.8872707,-0.7860692,-1.0081084,1.436755,-1.3503647,-0.95198965,-0.3719171,-1.7283921,-0.20853291,0.59085673,-1.7021694,-0.9615802,-1.6855556,-1.4120513,0.43244505,1.5343964,2.2387798,-0.7809129,-0.1669585,0.3776079,0.8634454,1.511634,0.9171154,2.7494004,1.1364006,0.43357506,-1.2311134,-1.150596
C1CNSN1,2.3410192,-1.0403371,1.1523501,0.26544613,2.5590377,1.4621397,-0.2135958,-1.6255481,3.1831408,-1.7565159,-1.4759282,2.199228,-0.6324981,-1.5718099,0.00016289194,-1.6806977,0.53540033,-1.53817,3.192591,-1.4985434,0.24607609,0.8257504,2.4462335,2.4375405,0.9037662,2.6860807,-1.7427102,0.50731045,-1.4908003,-1.2673938
C1CC2CCOC(C2)N1,1.5972422,-0.6636495,1.7198224,-0.9874986,1.0500212,0.49495557,-0.5090052,-1.6168497,2.033801,-1.7255327,3.4767337,6.095054,-1.4216964,-0.6464093,-1.6266357,-1.715039,-1.5227448,-0.6243379,1.5877051,-1.5791501,-0.49299365,-0.62128454,-0.3845023,1.4619188,-1.5074223,4.1472626,0.26737368,-0.9333707,-0.80850357,-1.5107486
